,TotPs,AccLB,InAccLB,AccSP,InAccSP,TotKPs,LKPs,SKPs,TotAss,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss
218,3.5,-,-,3,0.5,2,0.5,1.5,-,-,-,-,-,-,-
219,19.1,0.8,0.6,15.5,2.3,0.9,0.2,0.6,0.1,-,-,-,-,-,-
220,36.9,1.2,0.3,32.4,3,0.9,-,0.9,0.1,-,-,-,-,-,0.1
221,27.1,6.8,11.9,8.4,0.1,-,-,-,-,-,-,-,-,-,-
222,42.9,1.5,2.2,36.1,3.2,0.1,-,0.1,-,-,-,-,-,-,-
223,19.6,0.8,1,15.5,2.2,0.3,-,0.3,-,-,-,-,-,-,-
224,28.7,0.9,1,23.5,3.2,0.6,0.1,0.4,-,-,-,-,-,-,-
225,22.1,2.4,6.7,12.9,0.1,-,-,-,-,-,-,-,-,-,-
226,25,1.3,0.5,20.5,2.7,1,0.4,0.7,0.1,-,-,-,-,-,0.1
227,28.6,1,0.9,23.3,3.4,0.6,0.2,0.4,-,-,-,-,-,-,-
228,16.7,0.7,0.6,13.9,1.7,0.7,0.2,0.6,-,-,-,-,-,-,-
229,30.8,0.6,0.2,27,3,0.5,0.1,0.5,0.1,-,-,-,-,-,0.1
230,13.2,0.4,0.4,8.6,3.8,1.2,0.1,1.1,0.1,-,-,-,0.1,-,-
231,24.7,0.9,0.4,19.2,4.1,0.3,-,0.3,-,-,-,-,-,-,-
232,18.2,0.4,0.1,15.2,2.6,1.2,0.2,1,0.1,-,-,-,-,-,0.1
233,25,0.6,0.4,21.5,2.5,0.3,-,0.3,0.1,0.1,-,-,-,-,-
234,17.9,0.4,0.2,14.6,2.7,0.8,-,0.8,-,-,-,-,-,-,-
235,47.4,1.9,2.2,40.2,3.1,0.1,-,0.1,-,-,-,-,-,-,-
236,27.3,0.5,0.8,23.3,2.7,0.8,-,0.7,0.2,0.1,-,-,-,-,0.1
237,30.2,8,10.6,11.4,0.1,-,-,-,-,-,-,-,-,-,-
238,23.8,0.5,0.4,18.3,4.5,1.2,0.2,0.9,0.2,-,-,-,-,-,0.2
239,39.8,1.8,1.6,33.2,3.2,0.6,-,0.5,-,-,-,-,-,-,-
240,7.8,0.2,0.1,5.5,2,0.5,-,0.5,0.1,-,-,-,-,-,0.1
241,12.4,0.1,0.1,8.5,3.8,0.5,-,0.5,0.1,-,-,-,-,-,0.1
242,49.2,1.2,1.9,44,2.1,0.1,-,0.1,-,-,-,-,-,-,-
243,7.4,0.3,0.2,4.6,2.4,0.2,-,0.2,-,-,-,-,-,-,-
244,24.3,0.6,0.3,17.1,6.4,1.3,0.1,1.2,0.2,-,-,-,-,-,0.2
245,11,0.5,0.2,8,2.3,0.4,-,0.4,0.1,-,-,-,-,-,0.1
246,49.1,2.3,1.6,40.7,4.5,0.6,-,0.5,-,-,-,-,-,-,-
247,11.5,0.2,0.3,7.3,3.7,0.8,0.1,0.7,0.1,-,-,-,-,-,0.1
248,50.8,2.8,1.8,43,3.1,0.1,-,-,-,-,-,-,-,-,-
249,35.8,2.7,2,29,2.1,0.3,-,0.2,-,-,-,-,-,-,-
250,31,0.9,1.9,24,4.2,0.4,0.1,0.3,-,-,-,-,-,-,-
251,12.1,0.3,0.1,8.5,3.3,0.8,-,0.8,-,-,-,-,-,-,-
252,31.3,0.2,0.7,26.8,3.6,0.4,0.1,0.3,-,-,-,-,-,-,-
253,19.1,0.4,0.1,16.6,2,0.5,0.1,0.4,0.1,-,-,-,-,-,0.1
254,13.6,0.5,-,10.8,2.3,0.7,-,0.7,0.1,0.1,-,-,-,-,-
255,22.4,0.7,0.2,19.2,2.3,0.2,-,0.2,-,-,-,-,-,-,-
256,17.7,0.4,0.2,13.8,3.4,0.4,-,0.4,0.1,-,-,-,-,-,0.1
257,13.3,0.6,0.1,11.4,1.1,1.5,0.4,1.1,0.1,-,-,-,-,-,0.1
258,9.4,0.4,0.3,6.5,2.2,0.6,-,0.6,0.1,-,-,-,-,-,0.1
259,12,0.2,-,10,1.8,1.1,-,1.1,-,-,-,-,-,-,-
260,12,0.2,0.1,8.5,3.1,0.5,-,0.5,0.1,-,-,-,-,-,0.1
261,25.8,1,0.9,21.1,2.7,0.6,0.1,0.5,-,-,-,-,-,-,-
262,37.8,1.8,0.5,32.9,2.5,1,0.2,0.8,0.3,-,-,-,-,-,0.3
263,13.5,0.6,0.6,10.5,1.8,0.8,-,0.8,0.1,-,-,-,-,-,0.1
264,30.9,1.1,1.6,26.4,1.8,0.1,-,0.1,-,-,-,-,-,-,-
265,21.3,0.5,0.8,16,4,1.4,0.3,1,0.1,-,-,-,-,-,-
266,46.3,3.2,1.7,38,3.3,0.2,-,0.2,-,-,-,-,-,-,-
267,21.2,0.8,0.8,16.1,3.6,0.3,-,0.3,-,-,-,-,-,-,-
268,22.5,1.1,1.5,17.3,2.6,0.5,0.1,0.4,-,-,-,-,-,-,-
269,20.8,0.6,1.5,15.6,3.1,0.3,-,0.3,-,-,-,-,-,-,-
270,10.9,0.2,0.1,8.4,2.1,0.5,-,0.5,0.1,-,-,-,-,-,0.1
271,37.2,1.1,1,29.3,5.8,1.1,0.1,1,-,-,-,-,-,-,-
272,29,1.7,1,24.6,1.8,0.2,-,0.2,-,-,-,-,-,-,-
273,53.3,1.4,2.6,46.3,3,0.3,-,0.3,0.1,-,-,-,-,-,-
274,17.3,0.8,0.5,14,2.1,0.6,0.1,0.5,0.1,-,-,-,-,-,0.1
275,29.4,0.8,1,24.3,3.3,0.4,0.1,0.3,-,-,-,-,-,-,-
276,44,2.3,1.7,38.7,1.3,0.3,-,0.3,-,-,-,-,-,-,-
277,45.3,4.6,2.9,35.6,2.3,0.1,-,0.1,-,-,-,-,-,-,-
278,27.4,1,2.2,20.9,3.3,0.1,-,0.1,-,-,-,-,-,-,-
279,29.2,1.1,1.5,22.3,4.3,0.6,0.1,0.5,-,-,-,-,-,-,-
280,29.9,0.3,0.5,24.1,5.1,0.9,-,0.9,-,-,-,-,-,-,-
281,12.9,0.5,0.1,10.7,1.7,0.2,0.1,0.2,-,-,-,-,-,-,-
282,22.5,1,0.5,17.5,3.5,0.5,0.1,0.5,-,-,-,-,-,-,-
283,30.5,8.3,10.9,11.1,0.2,0.1,0.1,-,-,-,-,-,-,-,-
284,14.2,0.3,0.1,10.5,3.4,1,-,1,-,-,-,-,-,-,-
285,25.8,0.9,0.9,20.2,3.8,1.2,0.2,1,-,-,-,-,-,-,-
286,14.1,0.1,0.1,11.6,2.3,0.5,-,0.4,-,-,-,-,-,-,-
287,13.7,1.4,0.3,10.4,1.6,0.3,-,0.3,0.1,-,-,-,-,-,0.1
288,43.9,1.6,2,37.5,2.8,0.1,-,0.1,-,-,-,-,-,-,-
289,4.5,-,-,4.5,-,-,-,-,-,-,-,-,-,-,-
290,25.1,0.8,0.6,19.9,3.9,1,0.1,0.9,0.1,-,-,-,-,-,0.1
291,45.7,1,3.3,35.6,5.9,0.3,0.1,0.1,-,-,-,-,-,-,-
292,47.4,1.9,1.1,41,3.5,0.5,0.1,0.5,-,-,-,-,-,-,-
293,13.7,0.4,-,11,2.1,0.6,-,0.6,0.2,-,-,-,-,-,0.1
294,64.7,1.1,1.4,59.6,2.7,0.2,-,0.2,-,-,-,-,-,-,-
295,15.5,0.5,0.8,11,3.1,0.7,0.2,0.5,0.1,-,-,-,-,-,0.1
296,31.7,1.8,2.1,23,4.8,0.4,-,0.4,-,-,-,-,-,-,-
297,30.3,1.2,2.1,22,5.1,0.5,0.2,0.3,-,-,-,-,-,-,-
298,24.9,3.8,6,15,0.1,0.1,0.1,-,-,-,-,-,-,-,-
299,25.2,2,1.9,18.5,2.8,0.2,0.1,0.1,-,-,-,-,-,-,-
300,32.6,1.2,1,26.6,3.7,0.5,0.1,0.4,-,-,-,-,-,-,-
301,11.5,0.2,0.4,7.8,3.1,0.2,-,0.2,-,-,-,-,-,-,-
302,25.1,1,2.2,19.9,2,0.1,-,0.1,-,-,-,-,-,-,-
303,15.1,0.7,0.8,11.6,2.1,0.1,-,0.1,-,-,-,-,-,-,-
304,7.4,0.2,0.1,6.2,0.9,0.5,-,0.5,-,-,-,-,-,-,-
305,9.1,0.1,0.3,6.2,2.5,0.6,-,0.6,0.1,0.1,-,-,-,-,-
306,8.3,0.2,0.1,6.6,1.5,0.5,0.1,0.4,0.1,-,-,-,-,-,0.1
307,25.7,7.3,8.7,9,0.7,-,-,-,-,-,-,-,-,-,-
308,33.3,1.7,3.3,26.7,1.7,-,-,-,-,-,-,-,-,-,-
309,21.2,0.5,1.3,16.7,2.7,0.1,-,0.1,-,-,-,-,-,-,-
310,32.6,1.3,1.2,26.7,3.4,0.2,-,0.2,-,-,-,-,-,-,-
311,27.9,1.9,1.4,21.1,3.4,0.4,0.3,0.1,-,-,-,-,-,-,-
312,8.6,-,-,7.5,1.1,0.5,-,0.5,0.1,-,-,-,-,-,-
313,20,2,1.5,15,1.5,0.5,-,0.5,-,-,-,-,-,-,-
314,8.4,0.2,0.1,5.8,2.3,0.5,0.1,0.4,-,-,-,-,-,-,-
315,13.9,0.5,1.1,10.2,2.2,0.4,0.1,0.3,0.1,-,-,-,-,-,-
316,49.8,4.3,2.2,40.4,3.1,0.3,0.1,0.2,-,-,-,-,-,-,-
317,21.2,0.6,1,16.8,2.8,0.2,0.1,0.1,-,-,-,-,-,-,-
318,23.3,2.2,0.6,18.4,2.1,0.2,-,0.2,-,-,-,-,-,-,-
319,22.8,1.3,0.6,17.5,3.4,0.7,0.2,0.5,-,-,-,-,-,-,-
320,23.1,0.5,1.2,19,2.4,0.2,-,0.2,-,-,-,-,-,-,-
321,48,0.3,0.3,45.7,1.7,0.3,-,0.3,-,-,-,-,-,-,-
322,15.4,0.5,0.9,11.3,2.7,1.3,0.4,0.9,0.1,0.1,-,-,-,-,-
323,40.9,0.9,0.5,34.6,4.9,0.7,-,0.6,-,-,-,-,-,-,-
324,26.9,0.9,1.1,22.3,2.6,0.2,0.1,0.1,-,-,-,-,-,-,-
325,16,0.8,0.6,11.3,3.3,0.7,0.2,0.4,-,-,-,-,-,-,-
326,38.4,1.4,2.2,26.9,7.9,0.5,0.1,0.5,-,-,-,-,-,-,-
327,29.5,1.4,1.5,25.1,1.5,0.3,0.1,0.3,-,-,-,-,-,-,-
328,40.7,1.3,1.4,36.4,1.7,0.1,-,0.1,-,-,-,-,-,-,-
329,14.6,0.2,0.4,10.9,3,0.8,-,0.8,-,-,-,-,-,-,-
330,38,1.5,1.1,31.3,4,0.8,0.2,0.6,0.1,-,-,-,-,-,-
331,31.5,0.8,0.1,27.7,2.8,0.4,-,0.4,0.1,-,-,-,-,-,0.1
332,30.3,1.7,0.9,23.6,4.1,0.4,-,0.4,0.1,-,-,-,-,-,0.1
333,10.3,0.1,0.1,7.6,2.4,0.3,-,0.3,-,-,-,-,-,-,-
334,15.2,0.1,0.4,12.5,2.2,0.4,-,0.4,-,-,-,-,-,-,-
335,33.6,0.6,1.6,29.4,2,-,-,-,-,-,-,-,-,-,-
336,20.1,1.2,1.3,15.5,2.1,0.5,0.1,0.5,0.1,0.1,-,-,-,-,-
337,16.1,0.3,0.7,11.8,3.3,0.5,0.1,0.3,-,-,-,-,-,-,-
338,30.5,3.5,7,20,-,-,-,-,-,-,-,-,-,-,-
339,48.5,1.3,1.6,43.2,2.4,0.2,0.1,0.1,-,-,-,-,-,-,-
340,8.5,-,-,6.6,1.8,0.3,-,0.3,-,-,-,-,-,-,-
341,9.4,0.3,0.3,6.7,2.1,0.5,0.3,0.3,0.1,-,-,-,-,-,0.1
342,7.5,-,0.1,4.8,2.6,0.4,-,0.4,-,-,-,-,-,-,-
343,3.9,-,-,3.2,0.7,0.5,-,0.5,0.1,-,-,-,-,-,0.1
344,16,0.5,0.7,12,2.8,0.4,0.1,0.3,-,-,-,-,-,-,-
345,23,0.7,0.9,18.8,2.6,0.2,0.1,0.1,-,-,-,-,-,-,-
346,6,-,1,2,3,-,-,-,-,-,-,-,-,-,-
347,50.3,4,3.3,38.7,4.2,0.6,0.2,0.3,0.1,-,-,-,-,-,0.1
348,23.8,1.2,0.9,17.9,3.8,0.4,0.1,0.3,-,-,-,-,-,-,-
349,14.2,0.3,0.2,11.7,2,0.6,-,0.6,-,-,-,-,-,-,-
350,23.7,1,1,20.7,1,-,-,-,-,-,-,-,-,-,-
351,19.8,0.4,0.2,16.4,2.7,0.4,-,0.4,0.1,-,-,-,-,-,0.1
352,21.4,0.6,0.1,18.9,1.9,0.1,-,0.1,-,-,-,-,-,-,-
353,24.4,3.3,7.1,13.8,0.2,-,-,-,-,-,-,-,-,-,-
354,13.7,0.3,1,11.3,1,-,-,-,-,-,-,-,-,-,-
355,20.6,1.9,0.4,17,1.2,0.1,0.1,0.1,-,-,-,-,-,-,-
356,28.4,1.3,1.6,22.7,2.8,0.2,-,0.2,-,-,-,-,-,-,-
357,25.4,4.8,8.3,12.1,0.2,0.1,0.1,-,-,-,-,-,-,-,-
358,12.4,0.1,-,10.9,1.4,0.3,-,0.3,-,-,-,-,-,-,-
359,17.5,0.5,1.3,12.4,3.3,0.1,-,0.1,-,-,-,-,-,-,-
360,4.9,0.1,-,3.5,1.4,0.4,-,0.4,0.1,-,-,-,-,-,0.1
361,30.2,2.3,1.5,23.2,3.2,0.2,-,0.2,-,-,-,-,-,-,-
362,19.5,3.8,7.8,7.7,0.2,-,-,-,-,-,-,-,-,-,-
363,13.7,0.1,0.5,10.2,2.9,0.9,0.1,0.8,-,-,-,-,-,-,-
364,17,-,1,14,2,-,-,-,-,-,-,-,-,-,-
365,3.5,-,-,1,2.5,-,-,-,-,-,-,-,-,-,-
366,13.3,0.1,0.1,10.6,2.5,0.7,-,0.7,-,-,-,-,-,-,-
367,7.6,0.2,-,5,2.4,0.5,-,0.5,-,-,-,-,-,-,-
368,24.7,1.7,0.6,19.8,2.7,0.3,0.1,0.2,-,-,-,-,-,-,-
369,3.5,-,-,2.8,0.8,0.5,-,0.5,-,-,-,-,-,-,-
370,10.6,0.1,0.2,8.5,1.8,0.4,-,0.4,-,-,-,-,-,-,-
371,22.1,0.5,0.3,18.9,2.5,0.5,0.3,0.3,-,-,-,-,-,-,-
372,29.6,1.3,1.3,23.3,3.7,0.5,0.1,0.4,-,-,-,-,-,-,-
373,7.5,-,0.2,5.4,1.9,0.2,-,0.2,-,-,-,-,-,-,-
374,18.2,1.3,0.8,13.9,2.2,0.6,0.3,0.2,0.1,-,-,-,-,-,0.1
375,9.2,0.2,0.2,5.9,2.8,0.4,-,0.4,0.1,-,-,-,-,-,0.1
376,17.6,0.2,0.2,14.3,2.8,0.3,0.2,0.1,-,-,-,-,-,-,-
377,33.2,0.7,1.8,28.2,2.5,0.1,-,0.1,-,-,-,-,-,-,-
