,TotPs,AccLB,InAccLB,AccSP,InAccSP,TotKPs,LKPs,SKPs,TotAss,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss
292,35.2,2.7,2.1,26,4.5,0.4,0.2,0.2,-,-,-,-,-,-,-
293,8.5,0.2,0.2,6.1,2.1,0.5,-,0.5,-,-,-,-,-,-,-
294,27.8,1.3,1.1,23.8,1.7,-,-,-,-,-,-,-,-,-,-
295,11,0.2,0.5,7.9,2.3,0.7,0.1,0.6,-,-,-,-,-,-,-
296,14.5,0.4,0.5,10.2,3.3,0.6,-,0.6,0.2,-,-,-,-,-,0.1
297,14.2,0.2,0.2,10.4,3.4,0.4,-,0.4,0.1,-,-,-,-,-,0.1
298,29.9,4.5,11.7,13.7,0.2,0.1,0.1,-,-,-,-,-,-,-,-
299,15,0.3,0.6,10.1,4.1,0.5,-,0.5,0.1,-,-,-,-,-,-
300,49.4,1.7,2.9,41.2,3.6,0.1,-,0.1,-,-,-,-,-,-,-
301,21.4,0.8,1.2,14.9,4.6,0.3,-,0.3,-,-,-,-,-,-,-
302,26,1.8,2.2,18.5,3.5,0.3,-,0.3,-,-,-,-,-,-,-
303,13.2,0.4,0.2,10.8,1.8,0.8,0.1,0.8,-,-,-,-,-,-,-
304,37.1,1.7,2.3,30.3,2.7,0.6,0.1,0.4,-,-,-,-,-,-,-
305,16.2,0.7,1.4,12,2.1,1.2,0.3,0.9,0.2,0.1,-,-,-,-,0.1
306,49.8,3.9,3.3,39.6,3,0.2,0.1,0.1,-,-,-,-,-,-,-
307,39.1,1.4,2.8,32.4,2.5,-,-,-,-,-,-,-,-,-,-
308,23.1,0.3,1.1,19.1,2.6,0.3,0.1,0.2,-,-,-,-,-,-,-
309,16.8,0.4,0.2,13.6,2.5,0.7,-,0.7,0.1,-,-,-,-,-,0.1
310,20.9,0.8,0.8,16.8,2.5,0.9,0.3,0.6,-,-,-,-,-,-,-
311,32.4,2.6,1.8,24.6,3.5,1,0.5,0.5,0.1,-,-,-,-,-,0.1
312,4.3,-,0.2,3,1.2,0.7,-,0.7,-,-,-,-,-,-,-
313,33.6,6.1,9.9,17.4,0.1,-,-,-,-,-,-,-,-,-,-
314,24.5,1.3,1.5,20.5,1.3,0.3,-,0.3,-,-,-,-,-,-,-
315,30,1.5,1.7,24.5,2.3,-,-,-,-,-,-,-,-,-,-
316,25.4,0.8,0.2,22,2.3,0.6,-,0.6,-,-,-,-,-,-,-
317,27.8,1.8,0.7,21.8,3.5,0.6,0.2,0.4,-,-,-,-,-,-,-
318,16.7,0.6,0.6,12.7,2.9,0.6,0.1,0.5,0.1,0.1,-,-,-,-,0.1
319,15.3,0.8,0.7,12,1.8,0.5,0.1,0.4,-,-,-,-,-,-,-
320,27.9,9.6,12.9,5.3,-,-,-,-,-,-,-,-,-,-,-
321,13.6,0.6,0.9,9.3,2.8,0.2,-,0.2,-,-,-,-,-,-,-
322,54.1,2.9,3.4,45.5,2.2,-,-,-,-,-,-,-,-,-,-
323,19.1,0.4,2.1,14.5,2.1,0.1,-,0.1,-,-,-,-,-,-,-
324,13.9,0.6,0.3,9.6,3.4,0.7,-,0.6,0.1,-,-,-,-,-,0.1
325,13.6,1,0.5,10.4,1.8,0.6,0.2,0.4,-,-,-,-,-,-,-
326,31.9,1.9,0.8,26,3.2,0.5,0.1,0.4,0.1,-,-,-,-,-,0.1
327,21.6,0.7,0.3,15.9,4.7,0.6,-,0.5,-,-,-,-,-,-,-
328,34.6,2.3,2,27.8,2.5,0.1,-,0.1,-,-,-,-,-,-,-
329,51.3,1.6,3.2,43.2,3.3,0.1,-,0.1,-,-,-,-,-,-,-
330,11.8,-,1,8,2.8,0.2,-,0.2,-,-,-,-,-,-,-
331,17.6,0.2,0.3,14.5,2.6,0.3,-,0.3,-,-,-,-,-,-,-
332,44.9,2.1,0.5,40.6,1.7,0.2,-,0.2,-,-,-,-,-,-,-
333,23.7,0.9,1.1,18.7,2.9,0.3,0.1,0.3,-,-,-,-,-,-,-
334,8.4,0.2,0.2,4.5,3.6,0.3,-,0.3,-,-,-,-,-,-,-
335,24.8,1.1,2.1,17.8,3.8,0.6,-,0.5,-,-,-,-,-,-,-
336,34,1.8,3.7,26.5,2,-,-,-,-,-,-,-,-,-,-
337,28.5,0.5,1.5,22,4.5,0.5,-,0.5,-,-,-,-,-,-,-
338,46,2.7,3.5,37.6,2.1,0.2,0.1,0.2,-,-,-,-,-,-,-
339,13,1,1.2,9.6,1.2,0.4,-,0.4,-,-,-,-,-,-,-
340,25.6,1.3,1.5,20.1,2.7,0.2,-,0.2,-,-,-,-,-,-,-
341,17.8,0.5,2.3,11.3,3.7,0.8,0.2,0.7,-,-,-,-,-,-,-
342,23.8,0.8,2.6,16.6,3.9,0.4,0.1,0.3,-,-,-,-,-,-,-
343,11.3,0.3,0.3,8.2,2.5,0.4,-,0.4,0.1,-,-,-,-,-,0.1
344,7,0.1,-,5.3,1.6,0.2,0.1,0.1,0.1,-,-,-,-,-,0.1
345,29.6,2,2.4,21.7,3.5,0.9,0.3,0.6,-,-,-,-,-,-,-
346,15,0.5,0.2,11.7,2.5,0.9,0.3,0.6,-,-,-,-,-,-,-
347,44.1,2.8,2.1,36.2,3,0.8,0.4,0.3,-,-,-,-,-,-,-
348,21.9,1.3,1.1,16.8,2.8,0.5,0.2,0.3,-,-,-,-,-,-,-
349,25.2,0.4,0.1,22.8,2,0.5,-,0.5,-,-,-,-,-,-,-
350,16.8,0.8,0.5,13.6,2,1,0.3,0.7,-,-,-,-,-,-,-
351,6,0.1,-,4.4,1.5,0.8,-,0.8,0.2,0.1,-,-,-,-,0.1
352,27.4,0.8,1.6,22.2,2.7,0.1,-,0.1,-,-,-,-,-,-,-
353,7.7,0.1,0.2,5.7,1.8,0.3,-,0.3,-,-,-,-,-,-,-
354,58,2,1.5,52,2.5,0.3,0.3,-,0.3,-,-,-,-,-,0.3
355,21.6,0.5,0.7,18.5,1.9,0.1,-,0.1,-,-,-,-,-,-,-
356,35.2,1.9,3.1,27.3,2.9,-,-,-,-,-,-,-,-,-,-
357,42.8,1.4,0.4,39,2.1,0.2,-,0.2,0.1,-,-,-,-,-,0.1
358,21.7,0.6,0.7,17.9,2.6,0.3,-,0.3,0.1,-,-,-,-,-,0.1
359,23.7,4.4,6.6,12.5,0.2,-,-,-,-,-,-,-,-,-,-
360,14.2,0.2,-,12.2,1.8,0.9,-,0.9,0.1,-,-,-,-,-,0.1
361,16.3,0.3,0.9,12,3.1,0.3,-,0.3,0.1,-,-,-,-,-,0.1
362,13.4,0.5,0.7,9.5,2.7,0.6,0.1,0.5,-,-,-,-,-,-,-
363,45.1,1.1,0.4,40,3.6,0.8,-,0.8,-,-,-,-,-,-,-
364,16.5,0.7,1.3,11.8,2.7,0.5,0.2,0.3,-,-,-,-,-,-,-
365,13.8,1.5,0.2,10.8,1.3,0.3,0.2,0.2,-,-,-,-,-,-,-
366,5,1,-,4,-,-,-,-,-,-,-,-,-,-,-
367,36.8,0.7,1.1,32.7,2.4,0.1,-,0.1,-,-,-,-,-,-,-
368,20.6,1.1,1.1,15.3,3.1,0.3,-,0.3,-,-,-,-,-,-,-
369,12.3,1.3,0.9,9.1,1,0.1,-,0.1,-,-,-,-,-,-,-
370,5.1,0.1,0.1,4.1,0.7,0.4,0.1,0.4,0.1,-,-,-,-,-,0.1
371,18.7,0.8,1.4,14.1,2.3,0.9,0.3,0.6,0.1,-,-,-,-,-,0.1
372,10.4,0.6,0.4,7.3,2.1,0.8,0.2,0.7,-,-,-,-,-,-,-
373,18.2,0.9,0.8,13.3,3.3,0.3,-,0.3,0.1,-,-,-,-,-,0.1
374,25.6,2,1.8,19,2.9,-,-,-,-,-,-,-,-,-,-
375,28.1,1.6,1.4,20.4,4.7,0.3,-,0.3,-,-,-,-,-,-,-
376,9.8,0.6,0.1,6,3.1,0.4,-,0.4,0.1,-,-,-,-,-,0.1
377,12.5,0.4,0.2,10.8,1.1,0.4,0.1,0.3,-,-,-,-,-,-,-
378,29.2,0.7,1.2,24.1,3.2,0.2,-,0.2,-,-,-,-,-,-,-
379,3.7,-,0.1,2.6,1,0.2,-,0.2,0.1,-,-,-,-,-,0.1
380,9.9,0.2,0.1,6.6,3,0.3,-,0.3,0.1,-,-,-,-,-,0.1
381,17.3,0.4,0.9,12.9,3.1,0.2,-,0.2,-,-,-,-,-,-,-
382,16.3,1.1,0.7,11.4,3.1,0.6,0.1,0.5,0.1,-,-,-,-,-,0.1
383,31.5,1.5,0.5,27,2.5,0.5,-,0.5,-,-,-,-,-,-,-
384,29.6,2.4,1.6,22,3.6,0.8,0.2,0.6,-,-,-,-,-,-,-
385,19.3,1,1.1,14.3,2.9,0.9,0.3,0.6,-,-,-,-,-,-,-
386,9.1,0.1,-,5.9,3,0.4,-,0.4,-,-,-,-,-,-,-
387,30.8,0.9,1.8,24.1,4,0.3,-,0.3,-,-,-,-,-,-,-
388,19.4,1.4,2.2,13.2,2.5,0.9,0.3,0.6,0.1,-,-,-,0.1,-,-
389,27.2,1.2,1.2,22.2,2.6,0.3,-,0.3,-,-,-,-,-,-,-
390,38.5,1.8,0.8,33.1,2.9,0.4,0.1,0.3,-,-,-,-,-,-,-
391,7.8,0.1,0.1,5.9,1.7,0.4,-,0.4,-,-,-,-,-,-,-
392,5.3,0.1,-,3.7,1.5,0.2,-,0.2,0.1,-,-,-,-,-,0.1
393,46.8,1.9,0.9,41,3.1,0.9,0.4,0.6,-,-,-,-,-,-,-
394,13.9,0.5,0.7,11.1,1.7,0.7,0.1,0.5,-,-,-,-,-,-,-
395,14.5,0.9,1.4,10,2.1,0.2,0.1,0.1,-,-,-,-,-,-,-
396,11.1,0.4,0.1,8,2.6,0.3,-,0.3,-,-,-,-,-,-,-
397,10.5,-,0.1,8.6,1.8,0.4,-,0.4,0.1,-,-,-,-,-,0.1
398,8.8,0.4,0.1,6.8,1.6,0.3,-,0.3,0.1,-,-,-,-,-,0.1
399,20.8,-,0.2,17.8,2.8,0.8,-,0.8,-,-,-,-,-,-,-
400,11.8,1,1.4,7.6,1.7,0.1,-,0.1,0.1,-,-,-,-,-,0.1
401,5.4,-,0.1,4.2,1.1,0.5,0.3,0.3,-,-,-,-,-,-,-
402,8.6,1,1.1,4.1,2.3,0.1,-,0.1,-,-,-,-,-,-,-
403,11.6,0.2,1.3,8.4,1.6,0.6,0.1,0.4,-,-,-,-,-,-,-
404,16.3,0.4,0.7,12.1,3.1,0.2,-,0.2,-,-,-,-,-,-,-
405,14.5,0.2,0.5,9.6,4.2,0.4,-,0.4,-,-,-,-,-,-,-
406,11.6,0.3,0.6,7.7,3,0.5,0.1,0.4,0.1,0.1,-,-,-,-,-
407,9.3,0.1,0.4,6.6,2.2,0.3,-,0.3,-,-,-,-,-,-,-
408,31.7,1.1,2,28,0.6,0.1,-,0.1,-,-,-,-,-,-,-
409,9.7,0.2,0.3,7.2,1.9,0.3,-,0.3,0.1,-,-,-,-,-,0.1
410,24.8,0.8,0.5,21.8,1.8,0.3,-,0.3,-,-,-,-,-,-,-
411,27.5,1.4,2,21.7,2.4,0.1,-,0.1,-,-,-,-,-,-,-
412,8.9,0.2,0.5,5.6,2.6,0.6,0.1,0.5,0.1,-,-,-,-,-,0.1
413,14,0.5,1.1,10.7,1.7,0.3,-,0.3,0.1,-,-,-,-,-,0.1
414,8.5,0.2,0.1,6.5,1.7,0.3,-,0.3,-,-,-,-,-,-,-
415,45,2.2,3.6,36.7,2.6,0.1,-,0.1,-,-,-,-,-,-,-
416,6.5,-,0.5,3.5,2.5,-,-,-,-,-,-,-,-,-,-
417,8,0.3,0.1,7,0.6,-,-,-,-,-,-,-,-,-,-
418,5.9,0.3,0.1,3.8,1.7,0.3,0.1,0.2,-,-,-,-,-,-,-
419,14.6,0.4,-,12.2,2,0.6,-,0.6,-,-,-,-,-,-,-
420,11.5,0.4,0.3,8.5,2.4,0.4,-,0.4,-,-,-,-,-,-,-
421,12,-,1,5,6,-,-,-,-,-,-,-,-,-,-
422,19.7,0.7,1,16.3,1.7,0.7,-,0.7,-,-,-,-,-,-,-
423,16.8,0.6,0.9,13.2,2.2,0.3,0.1,0.3,-,-,-,-,-,-,-
424,32.7,2.6,2.8,26.1,1.2,0.1,-,0.1,-,-,-,-,-,-,-
425,9.2,-,-,7.8,1.4,0.6,-,0.6,-,-,-,-,-,-,-
426,33.5,6.1,13.3,14,0.1,0.1,0.1,-,-,-,-,-,-,-,-
427,5.9,0.1,0.1,4.8,0.9,0.4,-,0.4,0.1,-,-,-,-,-,0.1
428,12.5,0.6,0.4,7.6,3.9,0.4,-,0.4,0.1,0.1,-,-,-,-,-
429,8.4,0.3,0.3,6,1.8,0.3,-,0.3,0.1,-,-,-,-,-,0.1
430,12.2,0.4,0.2,10.2,1.5,0.9,0.3,0.6,-,-,-,-,-,-,-
431,12.8,0.4,0.2,9.8,2.4,0.5,-,0.5,-,-,-,-,-,-,-
432,19.2,1.1,0.4,16.4,1.3,0.2,-,0.2,-,-,-,-,-,-,-
433,22.8,0.9,1.8,17.1,3,0.5,-,0.5,-,-,-,-,-,-,-
434,8.7,0.2,0.1,5,3.3,0.4,-,0.4,-,-,-,-,-,-,-
435,15.6,0.8,0.6,11.4,2.9,0.3,0.2,0.1,-,-,-,-,-,-,-
436,10.5,0.4,0.5,8.3,1.4,0.7,0.2,0.5,0.1,-,-,-,-,-,0.1
437,11,0.5,0.4,8.5,1.6,0.3,-,0.3,-,-,-,-,-,-,-
438,4.5,-,-,3,1.4,0.4,-,0.4,0.1,-,-,-,-,-,0.1
439,31.5,0.8,1.9,27.3,1.5,-,-,-,-,-,-,-,-,-,-
440,16.5,0.5,1.5,11.5,3,0.5,-,0.5,-,-,-,-,-,-,-
441,18.5,0.6,1.2,14.3,2.3,0.1,-,-,-,-,-,-,-,-,-
442,9,0.2,0.1,5.7,3,0.5,-,0.5,0.1,-,-,-,-,-,0.1
443,10.7,0.7,0.2,9.2,0.7,-,-,-,-,-,-,-,-,-,-
444,6.2,0.2,0.4,4.4,1.2,0.8,-,0.8,-,-,-,-,-,-,-
445,10.4,0.6,0.2,7.6,2,0.4,-,0.4,-,-,-,-,-,-,-
446,19.5,2.5,3,10.5,3.5,0.5,0.5,-,-,-,-,-,-,-,-
447,17.3,0.3,0.4,14.6,1.9,0.4,0.1,0.4,-,-,-,-,-,-,-
448,7.7,0.2,0.1,5.8,1.6,0.1,-,0.1,0.1,0.1,-,-,-,-,0.1
449,26.7,1.2,0.8,21.8,2.9,0.4,0.1,0.3,-,-,-,-,-,-,-
450,10.6,-,0.3,9.8,0.4,0.4,-,0.4,-,-,-,-,-,-,-
451,20.9,1.4,2.6,14.6,2.3,0.1,-,0.1,-,-,-,-,-,-,-
452,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-
453,4,-,-,4,-,1,-,1,-,-,-,-,-,-,-
454,9,0.7,-,5,3.3,-,-,-,-,-,-,-,-,-,-
455,7.3,0.2,-,4.6,2.4,0.1,-,0.1,-,-,-,-,-,-,-
456,7.6,-,0.3,5.6,1.8,0.2,-,0.2,-,-,-,-,-,-,-
457,11.6,0.2,0.2,8.9,2.3,0.5,-,0.5,-,-,-,-,-,-,-
458,36.4,0.2,1,32.7,2.5,-,-,-,-,-,-,-,-,-,-
459,7.6,0.2,0.2,4.8,2.4,0.2,-,0.2,-,-,-,-,-,-,-
460,6.1,0.2,-,4.1,1.8,0.2,-,0.2,-,-,-,-,-,-,-
461,10.6,0.3,0.4,8.7,1.1,0.3,-,0.3,-,-,-,-,-,-,-
462,8,-,0.1,4.4,3.4,0.2,-,0.2,-,-,-,-,-,-,-
463,2.5,-,-,0.5,2,-,-,-,-,-,-,-,-,-,-
464,5,-,-,3.5,1.5,0.7,-,0.7,-,-,-,-,-,-,-
465,11.1,0.4,0.6,7.7,2.4,0.5,0.3,0.2,0.1,0.1,-,-,-,-,-
466,5.3,-,0.3,3.7,1.3,0.1,-,0.1,-,-,-,-,-,-,-
467,5.8,-,-,4.3,1.5,0.1,-,0.1,-,-,-,-,-,-,-
468,23.4,1.2,0.3,20.4,1.4,0.1,-,0.1,-,-,-,-,-,-,-
469,4.8,0.1,-,4.2,0.5,0.1,-,0.1,-,-,-,-,-,-,-
470,6.1,0.1,-,5,1,0.4,-,0.4,-,-,-,-,-,-,-
471,25,9,15.5,0.5,-,-,-,-,-,-,-,-,-,-,-
472,7,0.3,0.1,5.5,1.1,0.3,0.1,0.2,-,-,-,-,-,-,-
473,7.1,0.1,0.2,4,2.7,0.2,-,0.2,0.1,-,-,-,-,-,0.1
474,22.5,0.5,0.5,17.5,4,-,-,-,-,-,-,-,-,-,-
475,11.3,0.1,-,6.6,4.5,0.1,-,0.1,-,-,-,-,-,-,-
476,8.3,0.3,1,4.3,2.7,-,-,-,-,-,-,-,-,-,-
477,13.8,0.1,0.7,10.5,2.5,0.6,-,0.6,-,-,-,-,-,-,-
478,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
479,19,0.8,1.3,14,2.8,0.3,-,0.3,0.2,-,-,-,-,-,0.2
480,25,8.2,10.5,6.3,-,-,-,-,-,-,-,-,-,-,-
481,5.9,0.2,0.1,4.2,1.3,0.3,0.1,0.2,-,-,-,-,-,-,-
482,17.9,0.7,0.8,14,2.4,0.5,0.1,0.4,-,-,-,-,-,-,-
483,4.7,0.1,0.1,3.4,1.2,0.3,-,0.3,0.1,-,-,-,-,-,0.1
484,6.5,-,0.2,5.1,1.2,0.5,0.1,0.4,0.1,-,-,-,-,-,-
485,34,2,2,29,1,-,-,-,-,-,-,-,-,-,-
486,13.2,-,0.4,11,1.8,0.2,-,0.2,-,-,-,-,-,-,-
487,8,0.5,1,5.5,1,0.5,-,0.5,-,-,-,-,-,-,-
488,6.8,0.3,0.3,4.8,1.5,-,-,-,-,-,-,-,-,-,-
489,38.8,2,3.4,30.2,3.2,0.1,0.1,-,-,-,-,-,-,-,-
490,12.4,0.6,0.5,8,3.3,0.8,0.1,0.6,-,-,-,-,-,-,-
491,2.6,0.1,-,2.1,0.5,0.1,-,0.1,-,-,-,-,-,-,-
492,15.3,0.6,1.5,11.1,2.2,0.3,0.1,0.2,-,-,-,-,-,-,-
493,9,0.3,0.5,5.6,2.5,0.5,0.1,0.4,-,-,-,-,-,-,-
494,26.4,1.2,1.8,22,1.4,-,-,-,-,-,-,-,-,-,-
495,7,-,-,6,1,-,-,-,-,-,-,-,-,-,-
496,10.8,0.5,0.5,8.5,1.3,0.5,0.3,0.3,-,-,-,-,-,-,-
497,12.2,0.4,0.6,10,1.2,0.6,-,0.6,-,-,-,-,-,-,-
498,6.4,-,-,3.6,2.9,0.1,-,0.1,-,-,-,-,-,-,-
499,5,-,-,4,1,-,-,-,-,-,-,-,-,-,-
500,8.7,0.5,0.2,6.6,1.4,0.4,0.1,0.3,0.1,-,-,-,-,-,0.1
501,4,-,-,4,-,-,-,-,-,-,-,-,-,-,-
502,6,-,-,3,3,-,-,-,-,-,-,-,-,-,-
503,5,-,-,4,1,0.5,-,0.5,-,-,-,-,-,-,-
504,7.8,-,0.3,6,1.5,0.3,-,0.3,-,-,-,-,-,-,-
505,6.5,-,-,5.2,1.3,0.7,0.2,0.5,-,-,-,-,-,-,-
506,8.3,0.3,0.6,4.9,2.5,0.3,-,0.3,0.1,0.1,-,-,-,-,-
507,3.7,0.1,-,2.3,1.2,0.1,-,0.1,-,-,-,-,-,-,-
508,15.5,0.8,0.8,12,1.9,0.2,0.1,0.1,-,-,-,-,-,-,-
509,15.1,1.1,0.8,10.9,2.2,0.3,-,0.3,0.1,-,-,-,-,-,0.1
510,36.2,2.2,2.2,29.5,2.2,-,-,-,-,-,-,-,-,-,-
511,59.7,0.7,0.7,56,2.3,-,-,-,-,-,-,-,-,-,-
512,17.6,0.3,0.3,15.9,1.2,0.1,-,0.1,-,-,-,-,-,-,-
513,4.2,0.2,-,2.6,1.4,0.1,-,0.1,0.1,-,-,0.1,-,-,-
514,3.6,0.2,0.2,2.6,0.6,0.2,-,0.2,-,-,-,-,-,-,-
515,14.8,0.8,0.5,11.4,2.1,0.8,0.3,0.5,0.1,0.1,-,-,0.1,-,-
516,21,5.8,10.6,4.6,-,-,-,-,-,-,-,-,-,-,-
517,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
518,6.3,-,-,5,1.3,0.3,-,0.3,-,-,-,-,-,-,-
519,6.5,0.3,0.7,3.6,1.9,0.1,-,0.1,-,-,-,-,-,-,-
520,16,-,-,14,2,-,-,-,-,-,-,-,-,-,-
521,20,1,-,18,1,1,-,1,-,-,-,-,-,-,-
522,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
523,6.7,0.6,0.5,5.1,0.5,0.1,-,0.1,-,-,-,-,-,-,-
524,2.9,-,0.1,2.3,0.5,0.3,0.1,0.1,-,-,-,-,-,-,-
525,3.5,0.5,0.5,2,0.5,-,-,-,-,-,-,-,-,-,-
526,5,0.2,0.1,3.5,1.3,0.1,-,0.1,-,-,-,-,-,-,-
527,12.9,0.7,0.7,9.6,1.9,0.2,0.1,0.1,-,-,-,-,-,-,-
528,5,-,1,3,1,-,-,-,-,-,-,-,-,-,-
529,1,-,-,1,-,1,-,1,-,-,-,-,-,-,-
530,40.7,1,2,34.7,3,0.3,-,0.3,-,-,-,-,-,-,-
531,5,-,0.3,4.1,0.6,0.1,-,0.1,-,-,-,-,-,-,-
532,7.6,0.3,0.3,5.8,1.3,0.1,-,0.1,-,-,-,-,-,-,-
533,5.1,0.1,-,3.4,1.6,0.4,-,0.4,-,-,-,-,-,-,-
534,36.9,2,3,27.9,4,0.5,0.1,0.4,-,-,-,-,-,-,-
535,4.5,-,-,3.5,1,-,-,-,-,-,-,-,-,-,-
536,26,1.5,0.5,20,4,-,-,-,-,-,-,-,-,-,-
537,6,-,-,6,-,-,-,-,-,-,-,-,-,-,-
538,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
539,13.2,0.5,0.4,9.9,2.4,0.1,-,0.1,-,-,-,-,-,-,-
540,6.2,0.1,0.4,4.2,1.5,-,-,-,-,-,-,-,-,-,-
541,3,-,-,1,2,-,-,-,-,-,-,-,-,-,-
542,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
543,8.8,0.1,0.1,6.4,2.1,0.6,-,0.6,-,-,-,-,-,-,-
544,7,0.6,0.4,4.8,1.2,-,-,-,-,-,-,-,-,-,-
545,11.3,0.3,0.5,8.8,1.7,-,-,-,-,-,-,-,-,-,-
546,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
547,20,-,4,11,5,-,-,-,-,-,-,-,-,-,-
548,23.6,0.5,1.1,20.4,1.6,-,-,-,-,-,-,-,-,-,-
549,5.3,-,-,4.3,1,-,-,-,-,-,-,-,-,-,-
550,12,-,0.5,8.5,3,-,-,-,-,-,-,-,-,-,-
551,20.5,0.6,0.4,16.9,2.6,0.2,-,0.2,-,-,-,-,-,-,-
552,7,-,-,5,2,-,-,-,-,-,-,-,-,-,-
553,6,-,2,2,2,-,-,-,-,-,-,-,-,-,-
554,8.4,0.4,0.3,5.9,1.8,0.3,0.1,0.2,-,-,-,-,-,-,-
555,3.3,-,-,3,0.3,-,-,-,-,-,-,-,-,-,-
556,14,1,2,10,1,-,-,-,-,-,-,-,-,-,-
557,3,-,-,1,2,-,-,-,-,-,-,-,-,-,-
558,3,-,-,2.5,0.5,-,-,-,-,-,-,-,-,-,-
559,5.5,-,-,4.5,1,0.5,-,0.5,-,-,-,-,-,-,-
560,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
561,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
562,10.8,0.4,0.6,8.8,1,-,-,-,-,-,-,-,-,-,-
563,2,-,0.5,1,0.5,-,-,-,-,-,-,-,-,-,-
564,2,-,-,1,1,-,-,-,-,-,-,-,-,-,-
565,2.3,-,-,2,0.3,-,-,-,-,-,-,-,-,-,-
566,4.2,0.1,0.1,3.4,0.6,-,-,-,-,-,-,-,-,-,-
567,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
568,4,-,-,2,2,-,-,-,-,-,-,-,-,-,-
569,5,-,-,4,1,-,-,-,-,-,-,-,-,-,-
570,7,-,-,4,3,-,-,-,-,-,-,-,-,-,-
571,51.3,3.1,3.4,42.9,1.9,-,-,-,-,-,-,-,-,-,-
572,4,1,1,1,1,-,-,-,-,-,-,-,-,-,-
573,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
574,4,-,1,2,1,-,-,-,-,-,-,-,-,-,-
575,9,-,-,9,-,-,-,-,-,-,-,-,-,-,-
576,1,-,-,0.5,0.5,-,-,-,-,-,-,-,-,-,-
577,27,4,16,6.8,0.3,-,-,-,-,-,-,-,-,-,-
578,14,-,2,12,-,-,-,-,-,-,-,-,-,-,-
579,7,-,-,7,-,-,-,-,-,-,-,-,-,-,-
580,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
581,16,1,-,9,6,-,-,-,-,-,-,-,-,-,-
582,17,3,1,13,-,-,-,-,-,-,-,-,-,-,-
583,8,-,-,5,3,-,-,-,-,-,-,-,-,-,-
584,27.3,4.8,7.3,15.3,-,-,-,-,-,-,-,-,-,-,-
585,38,8,9,20,1,-,-,-,-,-,-,-,-,-,-
586,5,-,-,2,3,-,-,-,-,-,-,-,-,-,-
