,TotPs,AccLB,InAccLB,AccSP,InAccSP,TotKPs,LKPs,SKPs,TotAss,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss
290,15.2,1,0.5,9.9,3.8,1.2,0.6,0.6,0.2,0.2,0.1,-,0.1,-,0.1
291,64.5,4.5,3,51,6,1,0.5,0.5,-,-,-,-,-,-,-
292,23.2,1.5,1.2,16.8,3.7,0.3,0.1,0.3,-,-,-,-,-,-,-
293,20.6,0.7,1.2,16.3,2.4,0.6,0.1,0.5,0.1,0.1,-,-,0.1,-,-
294,11.6,0.4,0.4,7.8,3,0.5,-,0.5,-,-,-,-,-,-,-
295,15.5,1.3,0.8,10.8,2.7,0.9,0.2,0.7,-,-,-,-,-,-,-
296,55.2,1.6,4,44.8,4.8,0.3,0.1,0.2,-,-,-,-,-,-,-
297,36.7,0.8,1.6,31.9,2.4,-,-,-,-,-,-,-,-,-,-
298,30.9,1.9,2.1,24.9,2.1,0.1,-,0.1,-,-,-,-,-,-,-
299,7.8,0.1,0.1,5.4,2.2,0.5,-,0.5,0.1,-,-,0.1,-,-,0.1
300,8.3,0.1,0.1,6.1,2.1,0.5,0.1,0.4,0.1,-,-,0.1,-,-,0.1
301,26.9,1.7,3.5,17.4,4.4,0.5,0.1,0.4,-,-,-,-,-,-,-
302,30.5,2.2,1.7,23.6,2.9,1,0.3,0.7,0.2,-,-,-,-,-,0.2
303,28.7,1.8,0.7,23.8,2.4,0.6,0.1,0.5,-,-,-,-,-,-,-
304,13.1,0.3,0.8,9.2,2.9,0.7,0.1,0.5,-,-,-,-,-,-,-
305,20.1,0.5,0.4,15.9,3.3,0.5,-,0.5,0.1,-,-,-,-,-,-
306,11.3,0.2,0.3,7.9,2.8,0.7,-,0.7,0.1,-,-,-,-,-,0.1
307,18.6,0.7,0.4,14.2,3.3,0.8,0.1,0.7,0.1,0.1,-,-,-,-,-
308,25.2,0.8,0.3,22.4,1.7,0.6,-,0.5,0.1,-,-,-,-,-,0.1
309,11.4,0.3,0.1,8.4,2.6,0.8,-,0.8,0.1,-,-,-,-,-,0.1
310,22.7,1.3,1.9,15.8,3.8,0.7,0.2,0.5,0.1,-,-,-,-,-,0.1
311,27.6,0.4,0.3,24.9,2,0.1,-,0.1,-,-,-,-,-,-,-
312,15.9,0.6,0.7,11.5,3.2,0.2,-,0.2,-,-,-,-,-,-,-
313,11.8,0.2,0.2,9.7,1.6,0.3,-,0.2,-,-,-,-,-,-,-
314,36.3,6,8.6,21.4,0.3,-,-,-,-,-,-,-,-,-,-
315,15,0.5,0.6,11.7,2.3,0.8,0.2,0.6,-,-,-,-,-,-,-
316,31.3,6.4,13.5,11.1,0.3,-,-,-,-,-,-,-,-,-,-
317,11,0.6,0.3,8,2.1,1,0.1,0.9,0.1,-,-,-,-,-,0.1
318,29,1.4,2.4,20.8,4.4,0.3,-,0.3,-,-,-,-,-,-,-
319,44,3,13,28,-,-,-,-,-,-,-,-,-,-,-
320,20.3,1.1,0.4,15.4,3.3,0.6,-,0.6,0.1,-,-,-,-,-,0.1
321,29.6,1.1,0.8,25.1,2.6,0.7,0.3,0.5,-,-,-,-,-,-,-
322,10.6,0.2,0.4,6.6,3.4,0.6,0.1,0.5,0.1,-,-,-,-,-,-
323,16.9,0.4,0.1,14.3,2,1.3,0.6,0.7,-,-,-,-,-,-,-
324,22.3,2.3,2.7,15.3,2,0.1,0.1,-,-,-,-,-,-,-,-
325,18.9,0.2,0.6,15.3,2.8,0.4,0.1,0.3,0.2,0.1,-,-,-,-,0.1
326,13.8,0.6,0.4,8.8,3.9,0.6,0.1,0.5,0.1,-,-,-,-,-,0.1
327,16.7,0.6,0.2,12.2,3.8,0.7,-,0.7,0.1,-,-,-,-,-,-
328,20.8,0.5,1.2,15.2,3.9,0.4,-,0.4,-,-,-,-,-,-,-
329,37.8,2.2,3.2,27.6,4.8,0.8,0.2,0.6,-,-,-,-,-,-,-
330,9.8,0.1,0.1,6.7,2.8,0.4,-,0.4,-,-,-,-,-,-,-
331,33.8,1,0.8,28.1,4,0.6,0.1,0.5,-,-,-,-,-,-,-
332,25.8,6.2,6.8,12.8,-,-,-,-,-,-,-,-,-,-,-
333,36.4,5.4,8.6,22.3,0.1,0.1,0.1,-,-,-,-,-,-,-,-
334,16,0.3,0.4,12.4,2.9,0.4,-,0.4,-,-,-,-,-,-,-
335,16.9,0.7,0.6,13,2.5,0.5,-,0.5,-,-,-,-,-,-,-
336,27,0.5,1.2,23.6,1.7,0.3,-,0.3,-,-,-,-,-,-,-
337,12.9,0.3,0.4,10.2,2,0.7,0.1,0.6,0.1,0.1,-,-,-,-,-
338,31.2,1.7,0.6,25.6,3.3,0.2,0.1,0.1,-,-,-,-,-,-,-
339,43.8,2.2,1.4,36.3,4,0.4,0.1,0.3,-,-,-,-,-,-,-
340,33.5,1.8,1.6,28.8,1.4,0.8,0.5,0.3,-,-,-,-,-,-,-
341,47.5,2.8,2.2,40.9,1.6,0.3,0.1,0.2,-,-,-,-,-,-,-
342,34.2,1.9,1.7,27.6,3.1,0.1,0.1,0.1,-,-,-,-,-,-,-
343,35.1,8,8.4,18.6,0.2,0.1,0.1,-,-,-,-,-,-,-,-
344,9.8,0.2,-,7.4,2.1,0.6,-,0.6,0.1,-,-,-,-,-,0.1
345,37.1,2.2,1.1,32.2,1.6,0.7,0.3,0.4,0.1,0.1,0.1,-,-,-,0.1
346,38.2,0.4,0.3,34.4,3.2,1.2,0.2,0.9,0.1,-,-,-,-,-,0.1
347,32.1,2.7,1,26.6,1.9,-,-,-,-,-,-,-,-,-,-
348,5.1,0.2,0.1,2.9,1.9,0.7,-,0.7,0.2,-,-,-,-,-,0.2
349,26.8,6.4,14.8,5.6,-,-,-,-,-,-,-,-,-,-,-
350,27.1,0.6,0.6,22.2,3.6,0.5,-,0.5,-,-,-,-,-,-,-
351,36.4,1.8,1,30.3,3.4,0.1,-,0.1,-,-,-,-,-,-,-
352,12.7,0.1,0.2,9.3,3.1,0.5,0.1,0.4,0.2,-,-,-,-,-,0.2
353,20.6,0.8,0.9,15.8,3.1,0.9,0.2,0.6,-,-,-,-,-,-,-
354,11.4,0.5,0.5,7.5,2.9,0.4,-,0.4,0.1,-,-,-,-,-,0.1
355,45.4,2.1,2.2,38.5,2.6,0.2,0.1,0.1,-,-,-,-,-,-,-
356,22.1,0.6,0.4,18.6,2.5,0.7,0.2,0.5,-,-,-,-,-,-,-
357,28.6,1.4,1.8,22.5,2.9,0.6,-,0.5,-,-,-,-,-,-,-
358,31.6,1,1.5,25.7,3.5,0.7,0.1,0.6,0.1,-,-,-,-,-,0.1
359,24.5,1.6,0.6,20.7,1.7,0.9,0.2,0.7,-,-,-,-,-,-,-
360,8,0.2,-,6.7,1.1,0.8,-,0.8,-,-,-,-,-,-,-
361,22.8,0.6,1.3,17.6,3.3,1,-,1,0.1,-,-,-,-,-,0.1
362,21.3,0.9,0.8,15.6,4.1,0.4,-,0.4,0.1,-,-,-,-,-,0.1
363,10.2,0.3,0.3,6.9,2.7,0.5,0.1,0.4,0.1,-,-,-,-,-,0.1
364,27.6,5.5,7.4,14.5,0.2,-,-,-,-,-,-,-,-,-,-
365,29.8,1.3,1.7,23.4,3.4,0.7,0.1,0.6,-,-,-,-,-,-,-
366,17.6,0.2,0.1,15.6,1.8,0.5,-,0.5,0.1,-,-,-,-,-,0.1
367,28.7,1.3,1.4,22.7,3.3,0.1,-,0.1,-,-,-,-,-,-,-
368,24.2,0.9,0.4,21.1,1.8,0.6,0.1,0.5,0.1,-,-,-,-,-,0.1
369,8.3,0.1,0.2,6.3,1.7,0.3,-,0.3,-,-,-,-,-,-,-
370,44.6,2.2,3.3,35.5,3.6,0.1,-,0.1,-,-,-,-,-,-,-
371,21,1.2,1.5,15.9,2.4,1.1,0.6,0.6,0.1,-,-,-,-,-,-
372,14.2,0.4,0.2,9.7,3.9,0.7,-,0.7,-,-,-,-,-,-,-
373,11.9,0.6,0.3,8.2,2.8,0.8,0.1,0.7,0.2,-,-,0.1,-,-,0.1
374,26.7,0.9,0.5,22.7,2.6,0.5,-,0.5,-,-,-,-,-,-,-
375,22.4,2.5,1.3,15.9,2.6,0.6,0.4,0.2,0.1,-,-,-,-,-,0.1
376,14.5,0.6,0.9,11,2,0.2,0.1,0.1,-,-,-,-,-,-,-
377,21.3,0.8,0.6,17.4,2.6,0.4,-,0.4,-,-,-,-,-,-,-
378,43.6,2,2.8,36,2.8,0.1,-,0.1,-,-,-,-,-,-,-
379,22.5,0.8,1.5,16.9,3.2,0.5,0.1,0.4,-,-,-,-,-,-,-
380,22.8,1.3,0.5,17.4,3.6,0.1,-,0.1,-,-,-,-,-,-,-
381,40.5,1.9,1.4,33.1,4.1,0.6,0.1,0.6,-,-,-,-,-,-,-
382,26.1,1.9,2.5,18.9,2.8,0.1,0.1,-,-,-,-,-,-,-,-
383,13.4,0.4,0.3,11.6,1.1,1,0.1,0.9,0.1,-,-,-,-,-,0.1
384,19.4,0.8,1.3,14.1,3.2,0.8,0.3,0.5,-,-,-,-,-,-,-
385,24.8,1.2,2.2,18.6,2.8,0.2,0.1,0.2,-,-,-,-,-,-,-
386,14.3,0.5,1.1,9,3.6,0.7,0.2,0.5,0.1,-,-,-,-,-,-
387,6.3,0.1,-,4.5,1.7,0.6,-,0.6,-,-,-,-,-,-,-
388,20.6,1.2,0.6,16.4,2.4,0.4,-,0.3,-,-,-,-,-,-,-
389,42.4,2.8,1.7,34.1,3.7,0.5,-,0.5,-,-,-,-,-,-,-
390,28.1,2.3,3.3,19.7,2.9,0.1,-,0.1,-,-,-,-,-,-,-
391,24.6,1.5,1.2,19,3,0.3,0.1,0.2,-,-,-,-,-,-,-
392,26.6,1.1,1.6,20.8,3.2,0.4,0.1,0.3,0.1,0.1,-,-,-,-,-
393,19.3,0.6,0.8,15.3,2.6,0.5,-,0.5,-,-,-,-,-,-,-
394,37.4,1.9,2.1,29.9,3.5,0.8,0.1,0.7,-,-,-,-,-,-,-
395,24.3,1.3,2.6,16.6,3.7,0.5,-,0.5,-,-,-,-,-,-,-
396,24,1,0.4,20.2,2.4,0.9,0.1,0.8,0.1,-,-,-,-,-,-
397,42.5,1.5,2.3,35.8,3,-,-,-,-,-,-,-,-,-,-
398,19.4,0.5,0.5,16.7,1.8,0.3,-,0.3,-,-,-,-,-,-,-
399,17,0.8,0.8,12.2,3.3,0.1,-,0.1,-,-,-,-,-,-,-
400,17.4,0.8,0.7,12.9,2.9,0.6,0.2,0.5,0.1,-,-,-,-,-,0.1
401,45,3,1.5,38,2.5,0.3,-,0.3,0.1,-,-,-,-,-,0.1
402,12.1,0.3,0.4,9.9,1.5,0.3,-,0.3,-,-,-,-,-,-,-
403,9.2,0.3,0.4,6.3,2.1,0.5,0.1,0.4,0.1,0.1,-,-,-,-,-
404,13,0.2,0.3,10.4,2.1,0.2,-,0.2,0.1,-,-,-,-,-,-
405,32.7,6.4,6.3,20,-,-,-,-,-,-,-,-,-,-,-
406,27.1,1.1,1.4,21.9,2.7,0.3,-,0.3,-,-,-,-,-,-,-
407,29,-,-,24,5,1,-,1,-,-,-,-,-,-,-
408,18.7,1,1.9,12.9,3,-,-,-,-,-,-,-,-,-,-
409,16.5,1.5,1.2,12.5,1.4,0.5,-,0.5,0.1,-,-,-,-,-,0.1
410,29.5,3.5,0.3,25.3,0.5,-,-,-,-,-,-,-,-,-,-
411,25.3,1.3,1.6,18.5,3.8,0.9,0.2,0.7,0.1,0.1,-,-,-,-,-
412,9.6,0.3,0.5,7.3,1.4,0.6,-,0.6,0.1,0.1,-,-,-,-,0.1
413,7,0.1,0.2,6,0.7,0.5,0.1,0.4,0.1,-,-,-,-,-,0.1
414,13.9,0.3,-,11.8,1.8,0.5,-,0.5,0.1,-,-,0.1,-,-,0.1
415,22.6,1.5,2.1,17,2.1,0.1,0.1,-,-,-,-,-,-,-,-
416,9.7,0.1,0.1,7.1,2.2,0.3,-,0.3,-,-,-,-,-,-,-
417,8.3,0.1,0.2,6.6,1.4,0.4,-,0.4,-,-,-,-,-,-,-
418,12.1,0.1,0.2,10.2,1.7,0.4,-,0.4,-,-,-,-,-,-,-
419,13.3,0.9,0.9,9.7,1.9,0.1,-,0.1,-,-,-,-,-,-,-
420,18.6,0.2,0.3,16.5,1.6,0.2,-,0.2,-,-,-,-,-,-,-
421,26,4,4,17.5,0.5,-,-,-,-,-,-,-,-,-,-
422,27,0.3,0.7,23,3,0.7,-,0.7,0.3,0.3,-,-,-,-,-
423,30.2,1.1,0.6,26.1,2.6,0.3,-,0.3,-,-,-,-,-,-,-
424,17.3,0.5,0.3,14,2.5,0.3,-,0.3,-,-,-,-,-,-,-
425,8.3,-,0.3,5.3,2.7,-,-,-,-,-,-,-,-,-,-
426,9.4,0.1,0.1,7.6,1.5,0.1,-,0.1,-,-,-,-,-,-,-
427,18.8,1.1,1,13.2,3.5,0.9,0.2,0.7,-,-,-,-,-,-,-
428,11.5,0.6,0.5,7.8,2.6,0.5,0.2,0.2,-,-,-,-,-,-,-
429,11,0.4,0.4,8.1,2,0.1,-,0.1,-,-,-,-,-,-,-
430,3.5,0.3,0.3,2.3,0.8,0.8,0.3,0.5,-,-,-,-,-,-,-
431,20.4,0.5,0.7,15.6,3.6,0.2,-,0.2,-,-,-,-,-,-,-
432,20.5,0.9,1.3,14.9,3.4,0.5,-,0.5,0.1,-,-,-,-,-,-
433,30.3,1.5,2.5,24,2.3,-,-,-,-,-,-,-,-,-,-
434,32.3,1.8,1.2,25.5,3.8,-,-,-,-,-,-,-,-,-,-
435,4,-,-,3,1,-,-,-,-,-,-,-,-,-,-
436,23,0.5,0.5,20.5,1.5,0.3,-,0.3,-,-,-,-,-,-,-
437,26.9,0.8,0.5,22.6,2.9,0.4,-,0.4,-,-,-,-,-,-,-
438,25,1.7,1.2,20.7,1.4,-,-,-,-,-,-,-,-,-,-
439,42.5,2.1,0.9,37.3,2.3,0.2,-,0.2,-,-,-,-,-,-,-
440,4.4,0.1,-,3.5,0.8,0.6,0.1,0.5,-,-,-,-,-,-,-
441,17.5,0.8,0.3,14.4,2,0.9,0.2,0.7,-,-,-,-,-,-,-
442,9.4,-,1.4,6.6,1.4,0.2,-,0.2,-,-,-,-,-,-,-
443,35.1,1.1,1.4,30.4,2.3,0.1,-,0.1,-,-,-,-,-,-,-
444,36.2,2.3,2.9,30,1,0.1,-,0.1,-,-,-,-,-,-,-
445,27.2,7.5,8.9,10.6,0.2,-,-,-,-,-,-,-,-,-,-
446,6.1,-,-,4.7,1.4,0.1,-,0.1,-,-,-,-,-,-,-
447,10.8,-,-,5.2,5.7,-,-,-,-,-,-,-,-,-,-
448,20.3,0.9,1.7,15.6,2.1,0.2,-,0.2,-,-,-,-,-,-,-
449,8.6,0.1,0.1,6.1,2.3,0.3,-,0.3,-,-,-,-,-,-,-
450,21.7,0.7,1.2,17.8,2,0.1,-,0.1,-,-,-,-,-,-,-
451,6.4,0.1,0.1,4.9,1.3,0.4,-,0.4,-,-,-,-,-,-,-
452,7.8,0.2,0.1,5.9,1.6,0.4,0.1,0.3,0.1,-,-,-,-,-,0.1
453,19.3,0.4,0.6,15.2,3.1,0.6,-,0.6,-,-,-,-,-,-,-
454,36.9,0.6,0.9,32,3.4,0.6,-,0.6,0.1,-,-,-,-,-,0.1
455,8,-,-,6.5,1.4,0.5,-,0.5,-,-,-,-,-,-,-
456,26.4,7.6,10.8,8,-,-,-,-,-,-,-,-,-,-,-
457,39.5,2,2,33.2,2.3,-,-,-,-,-,-,-,-,-,-
458,5.5,0.2,0.1,3.8,1.4,0.4,-,0.4,0.2,0.1,-,-,-,-,0.1
459,17.4,0.4,0.9,13.2,2.9,0.8,0.3,0.6,-,-,-,-,-,-,-
460,26.5,2,1,21,2.5,0.5,-,0.5,-,-,-,-,-,-,-
461,23.8,1.1,0.6,20.5,1.5,0.2,0.1,0.2,-,-,-,-,-,-,-
462,17.1,0.5,0.1,15,1.5,0.3,-,0.3,-,-,-,-,-,-,-
463,8.9,0.1,0.1,7.4,1.3,0.7,0.1,0.6,0.1,0.1,-,-,-,-,-
464,6.1,-,0.2,3.6,2.4,0.4,-,0.4,-,-,-,-,-,-,-
465,12,-,-,8,4,-,-,-,-,-,-,-,-,-,-
466,8.3,0.2,0.4,6.2,1.5,0.2,-,0.2,-,-,-,-,-,-,-
467,10.6,0.1,0.1,8.3,2.1,0.4,-,0.4,-,-,-,-,-,-,-
468,21.1,1.5,3.5,13.7,2.4,0.5,0.1,0.5,-,-,-,-,-,-,-
469,5.2,0.2,0.1,3.4,1.4,0.3,-,0.3,-,-,-,-,-,-,-
470,9.3,0.4,1.3,6.3,1.4,0.3,-,0.3,-,-,-,-,-,-,-
471,7.2,0.1,0.1,6,1,0.1,-,0.1,-,-,-,-,-,-,-
472,17.4,0.4,0.2,14.8,2,0.2,-,0.2,-,-,-,-,-,-,-
473,30.3,1.4,1.3,25.3,2.3,0.3,-,0.3,0.1,-,-,-,-,-,0.1
474,8.6,0.1,0.8,5.6,2.1,0.7,0.2,0.4,-,-,-,-,-,-,-
475,11.5,0.1,0.5,8.9,2.1,0.2,-,0.2,-,-,-,-,-,-,-
476,8,-,0.1,6.6,1.3,0.3,-,0.3,-,-,-,-,-,-,-
477,15.5,1.1,1.5,11,2,0.2,0.1,0.1,-,-,-,-,-,-,-
478,8.6,0.3,0.6,5.8,1.8,0.3,-,0.3,-,-,-,-,-,-,-
479,40,1.3,1.6,34.4,2.7,-,-,-,-,-,-,-,-,-,-
480,12,0.4,0.9,9.4,1.3,0.3,-,0.3,-,-,-,-,-,-,-
481,5.3,-,-,4,1.3,-,-,-,-,-,-,-,-,-,-
482,4.5,0.1,0.1,3.8,0.6,0.2,0.1,0.1,-,-,-,-,-,-,-
483,8.7,1,0.7,6,1,-,-,-,-,-,-,-,-,-,-
484,10.9,0.4,0.3,9.2,1,0.3,-,0.3,-,-,-,-,-,-,-
485,8.3,0.1,0.1,6.2,1.8,0.6,0.1,0.5,-,-,-,-,-,-,-
486,7.2,0.2,-,4,3,-,-,-,-,-,-,-,-,-,-
487,15.5,0.5,0.5,13.5,1,-,-,-,-,-,-,-,-,-,-
488,27.4,0.4,1.8,21.2,4,-,-,-,-,-,-,-,-,-,-
489,11.9,0.2,0.8,9.6,1.3,0.2,-,0.2,-,-,-,-,-,-,-
490,7.6,0.1,0.7,5.4,1.3,0.2,-,0.2,-,-,-,-,-,-,-
491,11.8,0.3,0.4,9,2,0.1,-,0.1,-,-,-,-,-,-,-
492,19,1.2,1.2,15.2,1.4,0.2,-,0.2,-,-,-,-,-,-,-
493,9.5,0.5,0.5,6.3,2.3,0.3,-,0.3,-,-,-,-,-,-,-
494,7,0.4,0.1,4.9,1.6,0.4,-,0.4,-,-,-,-,-,-,-
495,23.6,0.5,1.2,17.9,4,0.6,0.1,0.6,0.1,-,-,-,-,-,0.1
496,5,0.1,0.1,3.6,1.2,0.2,-,0.2,0.1,0.1,-,-,-,-,-
497,6.6,0.1,-,4.6,1.9,0.5,-,0.5,-,-,-,-,-,-,-
498,25.5,0.5,0.8,21.5,2.8,0.2,-,0.2,-,-,-,-,-,-,-
499,4,-,-,3,1,-,-,-,-,-,-,-,-,-,-
500,23.6,0.2,0.4,18.4,4.6,0.2,-,0.2,-,-,-,-,-,-,-
501,6.7,-,0.2,5.8,0.7,0.2,-,0.2,-,-,-,-,-,-,-
502,6.5,0.3,0.4,4.4,1.4,0.3,0.1,0.1,-,-,-,-,-,-,-
503,8.6,1,0.7,6.3,0.6,0.3,0.1,0.1,-,-,-,-,-,-,-
504,13.5,0.5,-,11.5,1.5,-,-,-,-,-,-,-,-,-,-
505,6.5,0.2,0.1,5.2,0.9,0.2,-,0.2,-,-,-,-,-,-,-
506,14.5,0.6,0.2,12.2,1.6,0.3,-,0.3,-,-,-,-,-,-,-
507,6.3,0.1,0.2,4.6,1.4,0.3,-,0.3,-,-,-,-,-,-,-
508,5,-,0.1,3.2,1.8,0.3,-,0.3,-,-,-,-,-,-,-
509,4,1,-,3,-,-,-,-,-,-,-,-,-,-,-
510,8,-,-,7,1,-,-,-,-,-,-,-,-,-,-
511,9.9,0.1,0.3,7.7,1.8,0.5,0.1,0.4,-,-,-,-,-,-,-
512,8.8,0.4,0.2,5.8,2.4,0.4,-,0.4,-,-,-,-,-,-,-
513,16.5,-,0.5,13.5,2.5,0.5,-,0.5,-,-,-,-,-,-,-
514,3,-,-,2.5,0.5,-,-,-,-,-,-,-,-,-,-
515,13.5,0.6,0.5,10,2.5,0.3,0.1,0.1,-,-,-,-,-,-,-
516,9.8,0.2,0.2,6.3,3.2,0.7,0.1,0.5,-,-,-,-,-,-,-
517,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
518,9,-,-,9,-,-,-,-,-,-,-,-,-,-,-
519,3,-,-,1,2,1,-,1,-,-,-,-,-,-,-
520,8.4,0.2,0.4,7,0.8,0.4,-,0.4,-,-,-,-,-,-,-
521,18.8,0.2,-,16.3,2.3,-,-,-,-,-,-,-,-,-,-
522,7,-,0.5,5.5,1,-,-,-,-,-,-,-,-,-,-
523,30.5,1.8,0.3,25,3.5,0.5,-,0.5,-,-,-,-,-,-,-
524,14,-,1,12.3,0.7,-,-,-,-,-,-,-,-,-,-
525,12.9,-,0.1,9.9,2.9,0.3,-,0.3,-,-,-,-,-,-,-
526,10.4,1.1,0.6,6.9,1.7,0.5,0.2,0.4,-,-,-,-,-,-,-
527,12.2,0.6,0.6,8.6,2.4,0.1,-,0.1,-,-,-,-,-,-,-
528,4,-,-,2.3,1.7,0.3,-,0.3,0.3,-,-,0.3,-,-,-
529,28.7,0.7,0.3,22.3,5.3,1,-,1,-,-,-,-,-,-,-
530,17.7,1.4,2,12,2.2,0.3,0.1,0.2,-,-,-,-,-,-,-
531,3,-,-,1.7,1.3,0.1,-,0.1,-,-,-,-,-,-,-
532,20.8,0.5,-,18.5,1.8,0.3,-,0.3,-,-,-,-,-,-,-
533,7.7,0.2,1,5.8,0.7,-,-,-,-,-,-,-,-,-,-
534,20.6,0.5,0.5,17.1,2.5,0.3,0.1,0.2,-,-,-,-,-,-,-
535,3.3,-,-,2.9,0.4,0.2,-,0.2,-,-,-,-,-,-,-
536,2,-,-,1.3,0.7,0.7,-,0.7,-,-,-,-,-,-,-
537,5.4,0.2,0.4,4.2,0.6,-,-,-,-,-,-,-,-,-,-
538,3.3,0.3,1,1.7,0.3,-,-,-,-,-,-,-,-,-,-
539,22,0.7,1,18,2.3,-,-,-,-,-,-,-,-,-,-
540,4.9,0.2,0.3,2.7,1.7,0.7,0.3,0.3,-,-,-,-,-,-,-
541,13.3,0.2,0.2,9.8,3.2,0.2,-,0.2,-,-,-,-,-,-,-
542,12.7,0.1,-,10,2.6,0.1,-,0.1,-,-,-,-,-,-,-
543,8.7,0.1,0.2,6.2,2.2,0.3,-,0.3,-,-,-,-,-,-,-
544,3.4,-,0.1,1.9,1.3,0.3,-,0.3,0.1,-,-,-,-,-,0.1
545,8.4,0.1,0.1,7.4,0.8,0.1,-,0.1,-,-,-,-,-,-,-
546,12.7,0.7,0.2,9.9,1.9,0.2,0.1,0.1,-,-,-,-,-,-,-
547,8.4,0.6,0.4,6.2,1.2,0.2,-,0.2,-,-,-,-,-,-,-
548,8.8,0.2,0.3,6.5,1.8,0.4,-,0.4,-,-,-,-,-,-,-
549,5,0.1,-,2.7,2.2,0.2,-,0.2,-,-,-,-,-,-,-
550,8.6,0.4,0.1,6.8,1.2,0.2,-,0.2,-,-,-,-,-,-,-
551,12,-,-,11,1,-,-,-,-,-,-,-,-,-,-
552,9.6,0.4,-,8,1.1,0.6,-,0.6,-,-,-,-,-,-,-
553,5.7,-,-,5,0.7,0.3,-,0.3,-,-,-,-,-,-,-
554,15.4,0.6,1,12.8,1,0.1,-,0.1,-,-,-,-,-,-,-
555,3.7,-,-,2.7,1,0.3,-,0.3,-,-,-,-,-,-,-
556,10,1,1,6,2,-,-,-,-,-,-,-,-,-,-
557,2.9,0.1,0.1,1.9,0.9,0.1,-,0.1,-,-,-,-,-,-,-
558,5.8,0.1,0.5,3,2.1,-,-,-,-,-,-,-,-,-,-
559,6.6,0.1,0.1,5.6,0.8,0.1,-,0.1,-,-,-,-,-,-,-
560,5.6,0.1,0.1,3.2,2.2,0.3,-,0.3,-,-,-,-,-,-,-
561,4.8,-,-,3,1.8,0.1,-,0.1,-,-,-,-,-,-,-
562,7.5,0.5,-,7,-,-,-,-,-,-,-,-,-,-,-
563,39,1.3,2.3,33,2.3,0.3,-,0.3,-,-,-,-,-,-,-
564,6,-,-,5.8,0.3,-,-,-,-,-,-,-,-,-,-
565,4,-,-,3,1,-,-,-,-,-,-,-,-,-,-
566,2.6,0.1,0.1,1.1,1.2,-,-,-,-,-,-,-,-,-,-
567,3,-,-,2.7,0.3,0.2,-,0.2,-,-,-,-,-,-,-
568,6,0.4,0.4,3.6,1.6,0.1,-,0.1,-,-,-,-,-,-,-
569,9,-,0.7,7.3,1,-,-,-,-,-,-,-,-,-,-
570,6.8,-,0.3,3.8,2.8,0.5,-,0.5,-,-,-,-,-,-,-
571,12,-,-,11,1,-,-,-,-,-,-,-,-,-,-
572,6,0.2,0.2,4.2,1.5,-,-,-,-,-,-,-,-,-,-
573,8.6,0.3,-,5,3.3,0.1,-,0.1,-,-,-,-,-,-,-
574,4,-,0.5,3.5,-,-,-,-,-,-,-,-,-,-,-
575,10,0.5,-,5.5,4,-,-,-,-,-,-,-,-,-,-
576,13,-,0.5,11.5,1,-,-,-,-,-,-,-,-,-,-
577,11,1,-,8,2,-,-,-,-,-,-,-,-,-,-
578,6.6,-,0.2,5.4,1,-,-,-,-,-,-,-,-,-,-
579,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-
580,15.8,0.5,1.5,11.8,2,0.1,-,0.1,-,-,-,-,-,-,-
581,9,-,-,7,2,-,-,-,-,-,-,-,-,-,-
582,5,-,-,4,1,-,-,-,-,-,-,-,-,-,-
583,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
584,8.7,0.2,0.3,6.8,1.4,0.1,0.1,-,-,-,-,-,-,-,-
585,8.8,0.3,0.3,6.8,1.5,0.8,-,0.8,-,-,-,-,-,-,-
586,8.5,-,-,7,1.5,1,0.5,0.5,-,-,-,-,-,-,-
587,4.7,0.1,0.1,3.6,0.9,0.1,-,0.1,-,-,-,-,-,-,-
588,1.8,0.2,-,0.5,1.2,-,-,-,-,-,-,-,-,-,-
589,1.8,-,-,1.5,0.3,-,-,-,-,-,-,-,-,-,-
590,27.9,3.6,5.3,18.8,0.3,-,-,-,-,-,-,-,-,-,-
591,3.8,0.2,0.4,2.2,1,-,-,-,-,-,-,-,-,-,-
592,6.7,0.3,0.3,5.3,0.7,0.3,-,0.3,-,-,-,-,-,-,-
593,2.3,-,-,1.7,0.7,-,-,-,-,-,-,-,-,-,-
594,6.3,0.3,0.1,3.8,2.1,0.1,-,0.1,-,-,-,-,-,-,-
595,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-
596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
597,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
598,4.6,-,-,3.4,1.2,-,-,-,-,-,-,-,-,-,-
599,4,-,-,4,-,-,-,-,-,-,-,-,-,-,-
600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
601,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
602,3,1,-,-,2,-,-,-,-,-,-,-,-,-,-
603,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
604,2.7,-,-,1.8,0.9,0.1,-,0.1,-,-,-,-,-,-,-
605,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
606,3,-,2,1,-,-,-,-,-,-,-,-,-,-,-
