,TotTkl,DribPast,AttTkl,Intercpt,Fouled,Fouls,COF,Clr,BlkSh,BlkCr,BlkPs,TotSav,OOBSav,SYBSav,PASav
258,0.5,0.4,0.9,0.2,0.9,0.7,0.6,0.5,-,0.1,0.3,-,-,-,-
259,0.3,0.2,0.6,0.2,1,0.4,0.4,0.1,-,-,0.3,-,-,-,-
260,0.5,0.3,0.8,-,0.9,0.7,0.2,0.3,-,0.1,0.3,-,-,-,-
261,1,0.3,1.3,1,0.3,0.8,-,1.4,0.3,-,0.3,-,-,-,-
262,0.8,0.9,1.7,0.4,0.3,0.5,0.1,0.4,-,-,0.2,-,-,-,-
263,1.5,0.3,1.8,0.4,0.7,0.5,-,1.1,0.1,0.1,1.1,-,-,-,-
264,1.2,0.4,1.6,0.5,0.6,0.4,-,5.1,0.5,0.1,0.6,-,-,-,-
265,0.8,0.6,1.4,0.2,0.9,0.4,0.1,0.4,-,0.1,0.3,-,-,-,-
266,1.2,0.3,1.5,0.6,0.4,0.3,-,2,0.5,0.1,0.5,-,-,-,-
267,2.4,1.2,3.6,1,1.4,1.3,-,0.8,0.2,-,0.7,-,-,-,-
268,1.9,0.2,2,0.4,0.4,0.9,-,2.6,0.3,0.4,0.2,-,-,-,-
269,2.2,0.6,2.8,1,0.5,0.5,0.1,2.3,0.4,0.3,0.5,-,-,-,-
270,1.1,0.4,1.6,0.1,0.6,1.6,0.7,0.4,-,0.1,0.4,-,-,-,-
