,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Yellow_Cards,Red_Cards,Total_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,OutOfBox_Shots,SixYardBox_Shots,PenaltyArea_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
317,Ben Johnson,Ipswich,25 years old (24-01-2000),175cm,England,"Defender (Centre, Left, Right), Midfielder (Left, Right)",1.8,1,0.9,-,-,0.1,-,-,0.1,0.1,0.3,0.1,0.8,0.2,-,2.5,0.7,0.4,1,0.3,1.2,0.1,0.1,-,-,0.6,0.6,0.2,0.4,0.1,15,0.6,0.8,10.9,2.7,1.1,0.8,-,-,-,-,0.4,0.1,0.2,0.1,1.7,1.1,2.8,Ben Johnson,12(8),1217,1,2,3,-,0.4,76.9,1,1,6.43
318,Manuel Akanji,Manchester City,29 years old (19-07-1995),186cm,Switzerland,"Defender (Centre, Left, Right), Defensive Midfielder (C)",2.8,1.2,1.6,-,-,-,-,-,-,-,0.4,0.1,0.2,0.2,-,2.7,-,0.1,0.1,0.5,0.8,-,-,-,-,0.4,0.5,-,0.5,-,72.9,2.3,1.2,66.6,2.9,0.2,0.3,-,-,-,-,0.5,0.3,0.2,0.1,0.8,0.3,1,Manuel Akanji,20,1710,-,-,3,-,0.5,94.5,1.2,-,6.43
319,Jean-Clair Todibo,West Ham,25 years old (30-12-1999),192cm,France,Defender (Centre),2,1,1,-,-,-,-,-,-,-,0.5,-,0.4,0.1,-,3,0.3,0.3,0.6,0.2,0.5,-,-,-,-,0.9,0.1,0.1,-,-,35.5,1,2.1,30,2.3,0.3,0.3,-,-,-,-,0.2,-,-,0.1,1.6,0.2,1.8,Jean-Clair Todibo,14(7),1310,-,-,2,-,0.2,87.5,1,-,6.42
320,Roméo Lavia,Chelsea,21 years old (06-01-2004),181cm,Belgium,Defensive Midfielder (C),0.8,0.6,0.2,-,-,-,-,-,0.1,0.1,-,-,0.5,0.4,-,0.5,0.5,0.6,1.1,0.3,0.9,-,-,-,-,1,0.5,-,0.5,-,26.5,0.6,0.3,23.8,1.8,0.1,0.5,-,-,-,-,0.1,-,-,0.1,1.5,0.6,2.2,Roméo Lavia,8(3),546,-,1,4,-,0.1,92.1,0.6,-,6.42
321,Yves Bissouma,Tottenham,28 years old (30-08-1996),182cm,Mali,Midfielder (Centre),0.5,0.2,0.3,-,-,-,-,-,-,-,0.2,0.1,0.1,0.3,-,1.2,0.6,0.3,0.9,0.8,0.9,0.1,-,-,-,0.6,0.3,-,0.3,-,32.1,0.8,0.8,28,2.5,0.9,0.5,-,-,-,-,0.4,0.3,-,0.1,1.8,0.6,2.5,Yves Bissouma,15(9),1212,2,-,7,-,0.4,89.7,0.2,-,6.42
322,José Sá,Wolves,32 years old (17-01-1993),192cm,Portugal,Goalkeeper,0.4,0.4,-,-,-,-,-,-,-,-,-,-,-,0.1,-,1,-,0.2,0.2,0.3,0.1,-,-,-,-,-,0.1,0.1,-,-,27,3.9,11.3,11.7,0.2,-,-,2.5,0.2,1.4,0.8,-,-,-,-,0.1,-,0.1,José Sá,25,2250,-,-,2,-,-,57.6,0.4,-,6.42
323,Chadi Riad,Crystal Palace,21 years old (17-06-2003),186cm,Spain,Defender (Centre),6,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,82,5,5,65,7,1,-,-,-,-,-,-,-,-,-,5,1,6,Chadi Riad,1,90,-,-,-,-,-,85.4,2,-,6.42
324,Leon Bailey,Aston Villa,27 years old (09-08-1997),178cm,Jamaica,"Midfielder (Centre, Left, Right), Forward",0.7,0.3,0.4,-,-,-,-,-,-,0.1,-,0.2,0.3,0.1,-,0.3,1.5,1,2.5,0.8,0.5,-,-,-,-,0.1,0.7,0.1,0.6,0.1,15.1,0.6,0.3,11.1,3.1,1.5,1.1,-,-,-,-,1.2,0.4,0.1,0.7,0.3,0.3,0.6,Leon Bailey,14(9),1143,1,2,3,-,1.2,77.3,0.3,1,6.42
325,John Stones,Manchester City,30 years old (28-05-1994),188cm,England,"Defender (Centre, Right), Defensive Midfielder (C)",1.3,0.7,0.5,-,-,-,-,-,-,-,0.3,0.1,0.2,0.1,-,1.6,-,0.2,0.2,0.2,0.2,0.2,0.2,-,-,0.4,0.2,0.2,-,-,36.5,1.6,0.6,31.7,2.5,0.2,-,-,-,-,-,0.2,-,0.2,-,0.5,-,0.5,John Stones,6(5),547,2,-,1,-,0.2,91.3,0.7,-,6.42
326,Jens Cajuste,Ipswich,25 years old (10-08-1999),188cm,,Defensive Midfielder (C),1.3,0.5,0.8,-,-,-,-,-,-,-,0.3,-,0.6,0.1,-,1.2,0.8,1,1.7,0.8,0.8,-,-,-,-,1,0.4,-,0.4,-,25,0.9,0.8,20.7,2.6,0.8,0.5,-,-,-,-,0.4,0.3,-,0.1,1.6,1.1,2.6,Jens Cajuste,22(3),1710,1,-,2,-,0.4,86.4,0.5,-,6.42
328,Jack Harrison,Everton,28 years old (20-11-1996),175cm,England,"Attacking Midfielder (Centre, Left, Right), Forward",1,0.1,0.9,-,-,-,-,-,-,-,0.1,0.1,0.5,-,-,1,1.7,0.8,2.4,0.9,0.4,-,-,-,-,0.3,1.1,0.3,0.8,0.1,15.1,0.5,0.8,10.6,3.3,1.6,1.3,-,-,-,-,1,0.2,-,0.7,1,0.8,1.8,Jack Harrison,20(8),1755,1,-,-,-,1,73.5,0.1,1,6.41
329,Ian Maatsen,Aston Villa,23 years old (10-03-2002),178cm,Netherlands,"Defender (Left), Midfielder (Centre, Left, Right)",0.5,0.3,0.2,-,-,-,-,-,-,0.1,-,0.3,0.3,0.1,-,0.8,0.3,0.4,0.7,0.3,0.3,-,-,-,-,0.6,0.7,-,0.7,0.1,18.6,0.3,0.4,16.1,1.8,0.8,0.8,-,-,-,-,0.5,0.3,-,0.3,0.8,0.3,1,Ian Maatsen,6(18),787,-,2,2,-,0.5,88.3,0.3,1,6.41
330,Christopher Nkunku,Chelsea,27 years old (14-11-1997),178cm,France,"Midfielder (Centre, Left, Right), Forward",1.4,0.6,0.8,-,-,-,-,-,0.1,0.1,0.1,-,0.3,0.1,-,0.3,0.6,0.4,1,0.4,0.6,0.1,-,-,-,0.3,0.5,-,0.5,0.1,12.2,0.1,-,10.9,1.1,0.7,0.6,-,-,-,-,0.9,0.2,0.2,0.6,0.4,0.1,0.5,Christopher Nkunku,9(18),912,3,2,2,-,0.9,90.6,0.6,1,6.41
331,Luke Woolfenden,Ipswich,26 years old (21-10-1998),193cm,,Defender (Centre),2,1.2,0.8,-,-,-,-,-,-,-,0.8,-,0.5,0.2,-,4.6,-,-,-,0.2,0.4,-,-,-,-,1.4,-,-,-,0.1,38,2.2,2.8,31.3,1.6,0.3,-,-,-,-,-,0.1,-,-,0.1,0.7,0.2,0.9,Luke Woolfenden,10(3),1007,-,-,2,-,0.1,88.3,1.2,-,6.4
332,Mathias Jensen,Brentford,29 years old (01-01-1996),180cm,Denmark,Midfielder (Centre),0.7,0.4,0.3,-,-,-,-,-,0.1,0.1,0.2,-,0.5,0.1,-,0.6,0.3,0.4,0.8,0.6,0.4,-,-,-,-,0.3,0.8,0.2,0.6,-,19.7,1.6,0.7,14.6,2.8,0.4,0.3,-,-,-,-,0.3,0.3,-,0.1,0.6,0.4,1.1,Mathias Jensen,8(10),754,-,1,1,-,0.3,82.3,0.4,-,6.4
333,Kamaldeen Sulemana,Southampton,23 years old (15-02-2002),175cm,Ghana,"Attacking Midfielder (Left), Forward",1.3,0.3,1,0.1,-,-,-,-,-,0.1,-,0.1,0.5,-,-,0.3,2.5,1.5,4,0.5,0.6,0.1,-,0.1,-,0.3,0.5,0.1,0.4,0.1,12,0.2,0.3,9.8,1.8,1.7,1,-,-,-,-,1,0.3,0.1,0.7,0.7,0.3,1,Kamaldeen Sulemana,11(9),970,1,1,-,-,1,83.3,0.3,-,6.4
334,Edson Álvarez,West Ham,27 years old (24-10-1997),187cm,Mexico,"Defender (Centre), Defensive Midfielder (C)",2,1.1,0.8,-,-,-,-,-,-,-,0.3,0.2,0.5,0.2,-,1.4,0.7,0.6,1.2,0.7,1.5,-,-,-,-,0.6,0.4,0.2,0.3,0.2,35,1.4,1.1,28.9,3.6,1,0.5,-,-,-,-,0.4,0.4,-,-,1.8,0.7,2.5,Edson Álvarez,19(6),1647,-,1,6,1,0.4,86.5,1.1,-,6.4
335,Joe Aribo,Southampton,28 years old (21-07-1996),183cm,Nigeria,"Midfielder (Centre, Left, Right), Forward",1.6,0.9,0.7,-,-,-,-,-,-,-,0.3,0.1,0.5,-,-,0.8,0.9,0.6,1.5,0.9,0.7,0.1,-,0.1,-,0.7,0.5,-,0.5,-,32.5,0.5,0.5,28.5,3,0.8,0.5,-,-,-,-,0.6,0.1,0.1,0.4,1.5,0.6,2,Joe Aribo,20(10),1915,3,-,1,-,0.6,89.2,0.9,-,6.4
336,Jarell Quansah,Liverpool,22 years old (29-01-2003),190cm,England,Defender (Centre),1.2,0.5,0.7,-,-,-,-,-,-,-,0.5,0.1,-,0.1,-,1.3,0.1,0.1,0.2,0.1,0.6,-,-,-,-,0.5,0.1,-,0.1,-,19.5,0.7,0.5,17.2,1.1,0.4,0.2,-,-,-,-,0.1,-,-,0.1,0.9,0.2,1.1,Jarell Quansah,2(9),309,-,-,1,-,0.1,91.6,0.5,-,6.4
338,Wout Faes,Leicester,27 years old (03-04-1998),187cm,Belgium,"Defender (Centre, Left)",2.6,1.5,1.1,-,-,-,-,-,-,-,1.1,-,0.4,0.1,-,5.2,-,0.1,0.2,0.3,0.7,-,-,-,-,0.9,0.1,0.1,0.1,-,44.1,2.3,3,36.2,2.6,0.5,0.2,-,-,-,-,0.4,-,0.1,0.2,1.4,0.7,2,Wout Faes,24(4),2273,1,-,3,-,0.4,87.3,1.5,-,6.4
339,Diego Gómez,Brighton,22 years old (27-03-2003),183cm,Paraguay,"Midfielder (Centre, Left)",1,0.7,0.3,-,-,-,-,-,-,-,-,-,1,-,-,0.9,0.6,0.6,1.2,0.2,0.7,-,-,-,-,0.7,0.6,0.1,0.5,0.1,22.9,0.4,0.8,18.3,3.4,0.6,0.9,-,-,-,-,0.3,0.2,-,0.1,1.6,0.9,2.5,Diego Gómez,4(6),417,-,-,-,-,0.3,81.7,0.7,-,6.39
340,Sam Morsy,Ipswich,33 years old (10-09-1991),175cm,Egypt,Midfielder (Centre),1.3,0.5,0.8,-,-,-,-,-,-,-,0.4,0.1,0.6,0.3,-,1.4,0.3,0.4,0.7,0.7,1.6,-,-,-,-,1,0.6,-,0.6,-,43.9,1.7,1.8,36.7,3.7,0.5,0.3,-,-,-,-,0.3,0.3,-,-,2.1,1.1,3.2,Sam Morsy,25(2),2241,1,1,9,-,0.3,87.5,0.5,-,6.39
341,Lewis Dunk,Brighton,33 years old (21-11-1991),192cm,England,Defender (Centre),3.3,2,1.3,-,-,-,-,-,-,-,0.7,-,0.3,0.2,-,2.8,-,-,-,0.4,0.3,-,-,-,-,0.5,0.3,-,0.2,0.1,79.6,4,4,68.5,3,0.3,0.1,-,-,-,-,0.5,0.1,-,0.3,0.7,0.3,1,Lewis Dunk,20(2),1813,-,-,5,-,0.5,91.1,2,-,6.39
342,Crysencio Summerville,West Ham,23 years old (30-10-2001),174cm,Netherlands,"Attacking Midfielder (Left, Right)",0.7,0.2,0.5,-,-,-,-,-,0.1,0.1,0.2,0.1,0.5,0.1,-,0.3,1.4,0.7,2.1,1.2,0.5,0.1,0.1,-,-,-,0.9,0.2,0.7,0.2,12.2,0.2,0.4,9.5,2.2,1.1,0.8,-,-,-,-,0.7,0.1,0.1,0.6,0.7,0.3,1,Crysencio Summerville,7(12),784,1,1,2,-,0.7,79.2,0.2,-,6.38
343,Aaron Cresswell,West Ham,35 years old (15-12-1989),170cm,England,"Defender (Centre, Left), Midfielder (Left)",0.9,0.5,0.4,-,-,-,-,-,-,-,0.3,0.1,0.2,0.1,-,2.1,-,0.1,0.1,0.1,0.2,-,-,-,-,0.4,0.5,0.3,0.2,-,26.9,2.5,1.9,20.4,2.1,0.2,-,-,-,-,-,0.2,0.2,-,-,0.6,0.1,0.7,Aaron Cresswell,7(7),587,-,-,2,-,0.2,85.1,0.5,1,6.38
344,Jannik Vestergaard,Leicester,32 years old (03-08-1992),199cm,Denmark,Defender (Centre),2.6,1.5,1.1,-,-,-,-,-,-,-,0.8,-,0.4,0.3,-,4.1,-,0.2,0.2,0.2,0.7,-,-,-,-,0.9,0.2,-,0.2,-,53.2,1.7,2.2,46.6,2.7,0.1,-,-,-,-,-,0.2,-,-,0.2,1.2,0.3,1.6,Jannik Vestergaard,16(2),1396,-,-,5,-,0.2,90.8,1.5,-,6.38
345,Ollie Scarles,West Ham,19 years old (12-12-2005),182cm,England,Defender,0.8,0.4,0.4,-,-,-,-,-,-,-,0.2,0.4,0.9,0.1,-,1.4,0.4,0.1,0.5,0.2,0.3,-,-,-,-,0.8,0.1,-,0.1,0.1,22.3,0.5,2.1,17.5,2.2,0.8,0.2,-,-,-,-,0.2,0.2,-,0.1,1.3,0.5,1.8,Ollie Scarles,6(7),583,-,-,1,-,0.2,81,0.4,-,6.38
346,Taylor Harwood-Bellis,Southampton,23 years old (30-01-2002),188cm,England,"Defender (Centre, Right)",2.8,1.7,1.2,-,-,-,-,-,-,-,1.2,-,0.7,0.3,-,4,-,0.1,0.1,0.4,1,-,-,-,-,1,0.4,-,0.4,-,64.2,3,2.9,54,4.3,0.4,0.2,-,-,-,-,0.7,0.1,0.1,0.4,0.9,0.4,1.3,Taylor Harwood-Bellis,27(2),2392,1,-,8,-,0.7,88.7,1.7,-,6.38
347,Pablo Sarabia,Wolves,32 years old (11-05-1992),174cm,Spain,"Defender (Left), Midfielder (Centre, Left, Right), Forward",0.6,0.3,0.4,-,-,0.1,-,-,0.1,0.1,-,-,0.4,0.1,-,0.3,0.3,0.3,0.6,0.7,0.7,0.1,-,0.1,-,0.2,0.7,0.3,0.4,0.3,15.2,0.8,0.5,10.9,2.9,0.8,0.6,-,-,-,-,0.8,0.3,-,0.5,0.7,0.2,0.9,Pablo Sarabia,7(12),657,2,2,2,-,0.8,77.2,0.3,1,6.38
349,Santiago Bueno,Wolves,26 years old (09-11-1998),190cm,Uruguay,Defender (Centre),2.6,1.4,1.3,-,-,-,-,-,-,-,0.7,-,0.6,0.1,-,2.4,0.1,-,0.1,0.2,1,-,-,-,-,0.6,-,-,-,-,31.8,1.1,1.7,26.8,2.1,0.1,0.1,-,-,-,-,0.2,-,-,0.2,1.3,0.2,1.5,Santiago Bueno,17(8),1579,-,-,2,-,0.2,88,1.4,-,6.37
350,Séamus Coleman,Everton,36 years old (11-10-1988),177cm,Ireland,"Defender (Centre, Right), Midfielder (Right)",0.7,0.3,0.3,-,-,-,-,-,-,-,1,0.3,0.7,0.3,-,2,0.3,1.3,1.7,0.3,-,-,-,-,-,0.3,-,-,-,-,19,2,2.3,11.7,3,0.3,0.3,-,-,-,-,0.3,-,-,0.3,0.7,0.3,1,Séamus Coleman,2(1),197,-,-,1,-,0.3,71.9,0.3,-,6.37
351,David Brooks,Bournemouth,27 years old (08-07-1997),173cm,Wales,"Attacking Midfielder (Centre, Right)",0.6,0.3,0.4,-,-,-,-,-,-,-,0.1,-,0.6,0.1,-,0.3,0.9,0.3,1.3,0.6,0.3,0.1,-,0.1,-,0.2,0.6,0.2,0.5,-,10.8,0.3,0.1,8.3,2.1,1.1,0.4,-,-,-,-,0.9,0.3,-,0.5,0.5,0.5,1,David Brooks,8(16),787,2,-,3,-,0.9,79.9,0.3,-,6.37
352,Jack Clarke,Ipswich,24 years old (23-11-2000),181cm,England,"Midfielder (Left, Right)",0.8,0.2,0.5,-,-,-,-,-,0.1,0.2,-,0.2,0.2,0.1,-,0.7,0.6,0.8,1.4,0.7,0.5,-,-,-,-,0.2,0.8,-,0.8,0.1,11.6,0.3,0.4,8.8,2,0.7,0.6,-,-,-,-,0.5,0.2,-,0.3,1,0.6,1.6,Jack Clarke,9(17),952,-,4,2,-,0.5,79.1,0.2,-,6.37
353,Julio Enciso,Ipswich,21 years old (23-01-2004),173cm,Paraguay,"Attacking Midfielder (Centre, Left)",0.9,0.5,0.4,-,-,-,-,-,-,-,-,-,0.2,-,-,0.1,0.9,0.8,1.8,0.6,0.3,-,-,-,-,-,0.4,-,0.4,-,10.8,0.1,0.3,7.9,2.6,0.6,0.8,-,-,-,-,1.7,1.1,-,0.6,-,0.2,0.2,Julio Enciso,2(10),288,-,-,-,-,1.7,73.8,0.5,-,6.37
354,Caleb Okoli,Leicester,23 years old (13-07-2001),191cm,Nigeria,Defender (Centre),2.5,1.3,1.2,-,-,-,-,-,-,-,0.8,0.2,0.6,0.2,-,4.2,-,-,-,0.5,0.9,0.1,0.1,-,-,0.8,-,-,-,-,35.6,1.1,1.8,29.7,3,0.6,0.1,-,-,-,-,0.2,0.1,0.1,0.1,1.4,0.4,1.8,Caleb Okoli,12(6),1125,1,-,4,-,0.2,86.6,1.3,-,6.36
355,Nathan Broadhead,Ipswich,27 years old (05-04-1998),178cm,Wales,"Attacking Midfielder (Centre, Left, Right), Forward",0.6,0.1,0.6,-,-,-,-,-,-,-,0.1,-,0.3,0.1,-,0.3,1,1,2,0.8,0.3,0.1,-,0.1,-,0.3,0.4,0.1,0.3,0.1,11.6,0.2,0.3,9.1,2.1,1.1,0.7,-,-,-,-,0.6,0.2,-,0.4,0.4,0.4,0.8,Nathan Broadhead,6(10),600,1,-,1,-,0.6,80,0.1,-,6.36
356,Carlos Vinícius,Fulham,30 years old (25-03-1995),190cm,Brazil,Forward,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,Carlos Vinícius,0(1),3,-,-,-,-,1,-,-,-,6.36
357,Michail Antonio,West Ham,35 years old (28-03-1990),180cm,Jamaica,"Defender (Right), Midfielder (Centre, Left, Right), Forward",2.8,1.2,1.6,-,-,-,-,-,0.1,0.1,-,-,0.4,0.1,-,0.1,1.3,0.6,1.9,0.5,0.9,0.1,-,0.1,-,-,0.6,0.1,0.5,0.3,11,1.2,0.4,6.6,2.9,2.5,1.4,-,-,-,-,1.4,0.3,0.4,0.6,0.1,0.1,0.2,Michail Antonio,11(3),845,1,1,1,-,1.4,70.8,1.2,-,6.36
358,Christian Walton,Ipswich,29 years old (09-11-1995),195cm,England,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,0.2,-,-,-,-,-,-,0.2,0.2,-,-,33.2,6.8,12,14,0.3,-,-,2.8,0.2,2,0.7,-,-,-,-,-,0.2,0.2,Christian Walton,6,540,-,-,-,-,-,62.8,0.3,-,6.36
359,Igor Thiago,Brentford,23 years old (26-06-2001),191cm,,Forward,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.3,0.5,0.8,0.8,0.8,-,-,-,-,0.5,0.5,-,0.5,0.3,9.5,0.5,-,6.5,2.5,1.3,0.3,-,-,-,-,0.3,-,-,0.3,0.5,0.3,0.8,Igor Thiago,1(3),130,-,-,-,-,0.3,73.7,1,-,6.36
360,Josh King,Fulham,18 years old (03-01-2007),187cm,England,Midfielder,-,-,-,-,-,-,-,-,-,-,-,-,0.4,-,-,0.2,0.6,0.8,1.4,0.4,0.4,-,-,-,-,0.2,0.6,-,0.6,-,7.2,-,-,6.4,0.8,0.2,0.6,-,-,-,-,0.2,-,0.2,-,1,0.4,1.4,Josh King,1(4),79,-,-,-,-,0.2,88.9,-,-,6.36
361,Adam Smith,Bournemouth,33 years old (29-04-1991),180cm,England,"Defender (Left, Right), Midfielder (Left, Right)",1.2,0.6,0.6,-,-,-,-,-,-,-,0.2,0.6,0.4,0.3,-,1.7,0.4,0.3,0.7,0.5,0.7,-,-,-,-,0.7,0.3,-,0.3,-,18.8,0.8,2.1,13.9,2.2,0.5,0.3,-,-,-,-,0.1,-,-,0.1,1,0.6,1.6,Adam Smith,15(5),1244,-,-,5,-,0.1,77.5,0.6,-,6.35
362,Conor Bradley,Liverpool,21 years old (09-07-2003),180cm,N. Ireland,"Defender (Right), Midfielder (Right)",0.9,0.5,0.4,-,-,-,-,-,0.1,0.1,-,0.3,0.2,0.1,-,1.1,0.4,0.2,0.6,0.5,0.5,-,-,-,-,0.2,0.2,-,0.2,-,22.9,0.2,1.2,19.3,2.2,0.6,0.1,-,-,-,-,0.6,0.1,0.1,0.4,0.8,0.6,1.4,Conor Bradley,3(11),456,-,1,2,-,0.6,85,0.5,-,6.35
363,Harry Amass,Manchester United,18 years old (16-03-2007),181cm,England,Defender,1,1,-,-,-,-,-,-,-,-,-,0.5,1,-,-,2,0.5,0.5,1,-,-,-,-,-,-,0.5,-,-,-,-,12,-,-,10.5,1.5,1.5,2,-,-,-,-,0.5,0.5,-,-,1,0.5,1.5,Harry Amass,1(1),76,-,-,-,-,0.5,87.5,1,-,6.35
364,Patrick Dorgu,Manchester United,20 years old (26-10-2004),185cm,Denmark,"Defender (Left), Midfielder (Left, Right)",2.2,1.5,0.7,-,-,-,-,-,-,-,-,0.3,1.3,0.2,0.2,1.8,0.5,0.3,0.8,2,1.3,-,-,-,-,0.2,1,-,1,0.5,35,0.5,0.2,29.3,5,1.3,1.2,-,-,-,-,1.3,0.2,-,1.2,2.3,0.5,2.8,Patrick Dorgu,5(1),438,-,-,1,1,1.3,85.2,1.5,-,6.34
365,Guido Rodríguez,West Ham,31 years old (12-04-1994),185cm,Argentina,Defensive Midfielder (C),0.8,0.4,0.4,-,-,-,-,-,-,-,0.5,0.2,0.6,0.3,-,1.2,0.1,0.1,0.2,0.6,0.8,-,-,-,-,0.6,0.2,0.1,0.1,0.1,24.7,1.1,1.1,19.8,2.8,0.1,0.3,-,-,-,-,0.4,0.4,-,0.1,1.5,0.8,2.3,Guido Rodríguez,14(6),1026,-,-,5,-,0.4,84.6,0.4,-,6.34
366,Yehor Yarmoliuk,Brentford,21 years old (01-03-2004),180cm,,Defensive Midfielder (C),0.4,0.3,0.2,-,-,-,-,-,-,-,0.2,0.1,0.7,0.2,-,1,0.4,0.4,0.8,0.3,0.4,-,-,-,-,0.4,0.2,-,0.2,0.1,19.6,1.4,0.3,15.7,2.2,0.8,0.6,-,-,-,-,0.4,0.2,-,0.2,1.2,0.8,2.1,Yehor Yarmoliuk,9(16),957,-,-,4,-,0.4,87,0.3,-,6.34
367,Harry Winks,Leicester,29 years old (02-02-1996),178cm,England,Defensive Midfielder (C),0.6,0.4,0.3,-,-,-,-,-,-,0.1,0.3,0.1,0.5,0.2,-,0.8,0.4,0.1,0.5,0.6,0.4,-,-,-,-,0.4,0.8,0.3,0.5,-,45.6,0.9,0.8,39.6,4.3,0.6,0.4,-,-,-,-,0.5,0.5,-,-,1.1,0.8,1.9,Harry Winks,17(5),1541,-,2,4,-,0.5,88.9,0.4,-,6.33
368,Simon Adingra,Brighton,23 years old (01-01-2002),175cm,Ivory Coast,"Midfielder (Left, Right), Forward",0.3,0.2,0.1,-,-,-,-,-,-,-,-,-,0.4,-,-,0.2,1.1,0.7,1.8,0.1,0.4,0.1,-,0.1,-,0.3,0.5,-,0.5,0.1,10.8,0.2,0.3,8.6,1.7,1.3,0.4,-,-,-,-,1,0.3,0.1,0.7,0.7,0.5,1.2,Simon Adingra,8(15),817,2,1,-,-,1,81.1,0.2,-,6.33
369,Radu Dragusin,Tottenham,23 years old (03-02-2002),191cm,Romania,Defender (Centre),3.6,2.1,1.4,-,-,-,-,-,-,-,1,0.2,0.4,0.1,-,2.9,0.1,-,0.1,0.6,0.4,-,-,-,-,0.9,0.3,0.1,0.1,-,52.3,1.6,3.9,42.9,3.9,0.5,0.1,-,-,-,-,0.3,-,-,0.3,0.6,0.4,1,Radu Dragusin,14(2),1254,-,-,1,-,0.3,85.2,2.1,-,6.33
370,Morato,Nottingham Forest,23 years old (30-06-2001),192cm,,"Defender (Centre, Left)",0.8,0.2,0.6,-,-,-,-,-,-,-,0.2,0.1,0.3,0.1,-,2.9,-,-,-,0.1,0.4,-,-,-,-,0.4,-,-,-,-,10.6,0.5,1.1,7.5,1.5,0.3,0.1,-,-,-,-,0.1,-,-,0.1,1,0.3,1.3,Morato,5(17),744,-,-,2,-,0.1,74.8,0.2,-,6.33
371,Willy-Arnaud Boly,Nottingham Forest,34 years old (03-02-1991),195cm,Ivory Coast,Defender (Centre),1.3,1,0.3,-,-,-,-,-,-,-,0.3,-,0.3,0.2,-,2,-,-,-,-,0.2,-,-,-,-,0.5,-,-,-,-,11.7,0.8,1.5,8.3,1,0.2,-,-,-,-,-,0.2,-,-,0.2,1,-,1,Willy-Arnaud Boly,1(5),147,-,-,1,-,0.2,78.6,1,-,6.33
372,Luke Thomas,Leicester,23 years old (10-06-2001),181cm,England,"Defender (Left), Midfielder (Left)",2.3,0.9,1.4,-,-,-,-,-,-,-,0.5,0.3,0.6,0.1,-,2.9,0.4,0.3,0.6,0.5,0.4,-,-,-,-,1,0.5,0.1,0.4,-,38.8,0.8,1.6,31.9,4.5,0.9,0.1,-,-,-,-,0.4,0.3,0.1,-,2.4,0.9,3.3,Luke Thomas,7(1),604,-,-,1,-,0.4,84.2,0.9,-,6.33
373,Igor Julio,Brighton,27 years old (07-02-1998),185cm,,"Defender (Centre, Left), Midfielder (Left)",1.2,0.7,0.5,-,-,-,-,-,-,-,1.2,0.1,0.8,0.3,-,3.2,0.1,0.3,0.3,0.5,0.8,-,-,-,-,0.3,0.1,-,0.1,-,55.8,2.2,1.5,49.5,2.6,0.1,-,-,-,-,-,0.1,-,-,0.1,0.3,0.5,0.8,Igor Julio,9(3),901,-,-,4,-,0.1,92.7,0.7,-,6.33
374,Filip Jørgensen,Chelsea,23 years old (16-04-2002),190cm,Denmark,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-,-,-,-,-,-,-,-,-,28.3,1.7,5,21.7,-,-,-,3.2,0.7,2.3,0.2,-,-,-,-,-,-,-,Filip Jørgensen,6,540,-,-,-,-,-,82.4,0.2,-,6.33
375,Welington,Southampton,24 years old (19-02-2001),177cm,Brazil,"Defender (Left), Midfielder (Left)",0.3,-,0.3,-,-,-,-,-,-,-,0.2,-,0.3,0.2,-,2,0.2,0.5,0.7,0.8,0.5,-,-,-,-,0.5,0.3,-,0.3,-,9.7,0.2,0.3,7.5,1.7,1,-,-,-,-,-,0.2,0.2,-,-,2,0.7,2.7,Welington,3(3),209,-,-,1,-,0.2,79.3,-,-,6.33
