,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,SYBSh,PASh,OOBSh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD
471,-,-,-,-,-,-,-,-,-,0.3,0.2,0.2,-,0.2,0.2,-,0.2
472,0.5,-,-,-,-,0.5,0.5,-,-,1,0.5,0.5,1,1,-,-,-
473,1,-,-,-,-,1,0.3,0.3,0.3,-,-,-,-,-,1.7,1,0.7
474,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
475,0.8,-,-,-,-,0.8,0.3,0.1,0.5,0.8,0.6,0.2,1,0.5,0.2,-,0.2
476,-,-,-,-,-,-,-,-,-,0.5,0.5,-,-,-,1.5,-,1.5
477,0.5,-,-,-,-,0.5,0.1,0.1,0.4,1,0.6,0.4,1.1,0.5,0.3,0.1,0.2
478,-,-,-,-,-,-,-,-,-,0.5,-,0.5,-,1,-,-,-
479,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.3,-,0.3,-,0.3
480,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
481,1,-,-,-,-,1,1,-,-,3,3,-,-,-,-,-,-
482,-,-,-,-,-,-,-,-,-,0.3,0.3,-,-,0.2,0.2,-,0.2
483,0.3,-,-,-,-,0.3,0.2,-,0.2,0.3,0.2,0.2,0.5,0.5,0.7,0.5,0.2
484,0.5,-,-,-,-,0.5,-,-,0.5,-,-,-,-,-,0.5,-,0.5
485,0.1,-,-,-,-,0.1,0.1,-,-,0.4,0.1,0.3,1.1,0.3,1.4,0.4,1
486,-,-,-,-,-,-,-,-,-,0.6,0.4,0.2,0.7,0.1,1.5,0.6,0.9
487,1.3,-,-,-,-,1.3,0.1,0.1,1,1.5,0.6,0.9,1.8,1.1,1.4,0.6,0.8
488,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
489,0.3,-,-,-,-,0.3,0.3,-,-,0.3,0.3,-,0.3,0.3,0.3,-,0.3
490,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
491,0.7,-,-,-,-,0.7,0.6,-,0.1,1.7,1.3,0.4,1.6,1.3,2.7,0.4,2.3
492,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-
493,0.1,-,-,-,-,0.1,-,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.7,0.5,0.2
494,0.3,-,-,-,-,0.3,0.1,0.1,0.1,0.2,0.2,-,0.6,0.2,1.4,0.4,1
495,0.5,-,-,-,-,0.5,-,-,0.5,1,0.8,0.2,0.7,0.3,1,0.3,0.7
496,-,-,-,-,-,-,-,-,-,1.5,1,0.5,1,-,0.5,-,0.5
497,-,-,-,-,-,-,-,-,-,0.4,0.4,-,0.4,0.3,0.7,0.1,0.6
498,0.4,-,-,-,-,0.4,-,-,0.4,1,0.8,0.3,0.6,0.8,0.7,-,0.7
499,-,-,-,-,-,-,-,-,-,0.3,0.3,-,-,-,0.3,0.3,-
500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
501,0.8,-,-,-,-,0.8,-,-,0.8,1,0.6,0.4,2,1,3.4,1,2.4
502,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
504,-,-,-,-,-,-,-,-,-,1.5,1,0.5,-,0.5,-,-,-
505,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
506,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
507,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
508,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
509,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,-
510,0.5,-,-,-,-,0.5,-,-,0.5,-,-,-,1,0.5,1.5,0.5,1
511,0.9,-,-,-,-,0.9,0.1,0.1,0.6,0.9,0.1,0.7,1.4,0.9,0.9,0.3,0.6
512,-,-,-,-,-,-,-,-,-,0.3,0.3,-,-,0.3,-,-,-
513,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-
514,1,-,-,-,-,1,-,-,1,0.5,0.5,-,0.5,0.5,2.5,1.5,1
515,0.6,-,-,-,-,0.6,0.4,-,0.2,0.8,0.8,-,1,1.4,1,0.2,0.8
516,-,-,-,-,-,-,-,-,-,-,-,-,0.5,1,-,-,-
517,-,-,-,-,-,-,-,-,-,0.6,0.4,0.2,0.2,-,0.6,0.4,0.2
518,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
519,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
520,0.2,-,-,-,-,0.2,0.2,-,-,-,-,-,0.5,0.2,0.7,0.3,0.3
521,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.3,-,-,-,-
522,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
523,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
524,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
525,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
526,-,-,-,-,-,-,-,-,-,0.3,0.3,-,-,0.3,-,-,-
527,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
528,-,-,-,-,-,-,-,-,-,0.5,0.5,-,-,-,-,-,-
529,-,-,-,-,-,-,-,-,-,0.8,0.6,0.2,0.8,0.8,1.4,-,1.4
530,-,-,-,-,-,-,-,-,-,1,1,-,1,0.5,1.5,-,1.5
531,0.4,-,-,-,-,0.4,0.2,-,0.2,-,-,-,-,-,1.4,0.4,1
532,0.8,-,-,-,-,0.8,-,-,0.8,0.5,0.5,-,1,0.5,1,0.3,0.8
533,-,-,-,-,-,-,-,-,-,0.5,0.5,-,0.5,0.5,-,-,-
534,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-
535,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
536,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
537,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
538,-,-,-,-,-,-,-,-,-,1,1,-,1,-,2,-,2
539,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-
540,0.2,-,-,-,-,0.2,-,-,0.2,0.2,-,0.2,0.5,0.5,2.2,1,1.2
541,1,-,-,-,-,1,-,1,-,-,-,-,-,3,2,-,2
542,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
