,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,SYBSh,PASh,OOBSh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD
215,0.4,-,-,-,-,0.4,0.2,-,0.3,1.5,1,0.5,1.4,1,1.5,0.9,0.5
216,0.5,-,-,-,-,0.5,-,-,0.5,0.3,0.1,0.2,0.3,0.1,3.7,2.7,1
217,0.2,0.1,-,0.1,-,0.2,0.2,-,0.1,0.5,0.3,0.2,0.8,0.5,1.5,0.6,0.9
218,1,0.1,-,0.1,-,1,0.4,-,0.6,1.3,0.7,0.6,0.7,0.4,0.7,0.2,0.5
219,0.3,-,-,-,-,0.3,-,-,0.2,1,0.5,0.5,0.8,0.5,2,1.2,0.8
220,0.6,-,-,-,-,0.6,0.3,-,0.3,1.6,1,0.6,0.9,0.3,1.1,0.7,0.4
221,0.4,-,-,-,-,0.4,0.1,0.1,0.3,0.2,0.2,-,0.8,0.2,4.1,1.7,2.4
222,0.6,-,-,-,-,0.6,0.4,-,0.2,0.9,0.5,0.4,0.9,0.5,0.7,0.5,0.3
223,1.3,0.1,-,0.1,-,1.3,0.6,-,0.6,1.8,0.8,1,1.2,0.4,2.1,1.4,0.8
224,1.5,0.1,-,0.1,-,1.5,0.2,0.2,1.1,0.6,0.4,0.1,0.8,0.7,1.9,1,0.9
225,2.5,0.3,0.1,0.2,-,2.5,0.3,0.4,1.7,1.7,1.3,0.4,2.9,1.2,7.1,2.8,4.2
226,0.4,0.1,0.1,-,-,0.4,0.1,0.3,-,0.3,-,0.3,0.6,0.1,3.1,1.5,1.6
227,1.7,0.1,-,0.1,-,1.7,0.8,0.1,0.8,2.1,1.5,0.6,1.8,1.8,2.6,1.5,1.1
228,0.6,-,-,-,-,0.6,0.4,-,0.2,2.2,1,1.2,1.3,0.6,1.1,0.4,0.7
229,2,-,-,-,-,2,1,-,1,3,1,2,-,-,-,-,-
230,0.9,0.2,-,0.1,-,0.9,0.2,0.1,0.6,1,0.5,0.5,1.2,1.3,2.5,0.8,1.7
231,0.6,-,-,-,-,0.6,0.1,0.1,0.4,0.2,0.2,-,0.3,0.1,3.3,1.7,1.6
232,0.7,-,-,-,-,0.7,0.4,-,0.3,1,0.4,0.6,0.9,0.6,1.7,1.1,0.6
233,1.2,-,-,-,-,1.2,0.8,-,0.4,2.7,1.5,1.1,1.1,0.5,1.8,0.9,0.9
234,0.5,0.1,-,0.1,-,0.5,0.1,0.2,0.3,0.6,0.3,0.3,1.3,0.4,2.4,1.3,1.1
235,1.2,0.1,-,0.1,-,1.2,0.6,0.1,0.5,0.4,0.2,0.2,0.7,0.3,1.6,0.8,0.8
236,1.3,0.2,-,0.2,-,1.3,0.3,-,1,0.5,0.2,0.3,0.9,0.4,0.5,0.2,0.4
237,0.2,0.1,-,0.1,-,0.2,-,-,0.2,0.4,0.2,0.2,0.4,0.2,0.8,0.3,0.6
238,2.1,0.2,0.1,0.1,-,2.1,0.4,0.1,1.5,0.8,0.5,0.3,2.1,0.9,2.9,0.8,2.1
239,0.3,0.1,-,0.1,-,0.3,0.1,0.1,0.1,0.2,0.1,0.1,0.8,0.7,4.1,2.3,1.8
240,0.3,-,-,-,-,0.3,0.2,-,0.1,1.6,1,0.6,1.6,0.9,0.7,0.2,0.5
241,0.2,-,-,-,-,0.2,0.2,-,-,0.8,0.2,0.6,0.7,0.4,1.1,0.7,0.4
242,0.8,0.2,-,0.2,-,0.8,0.3,0.2,0.3,0.2,0.2,-,-,0.2,2.5,1.5,1
243,0.4,-,-,-,-,0.4,0.1,-,0.3,2.2,1.3,0.9,0.6,0.6,0.3,0.1,0.1
244,0.3,0.1,-,0.1,-,0.3,0.1,-,0.2,0.3,0.2,0.2,0.5,0.2,1,0.5,0.5
245,0.1,-,-,-,-,0.1,-,-,-,-,-,-,0.3,-,2.3,1.3,1.1
246,0.4,0.1,-,0.1,-,0.4,0.1,-,0.2,1.3,0.9,0.4,0.6,0.5,0.4,0.1,0.3
247,1.3,0.1,-,0.1,-,1.3,0.8,-,0.5,1.5,0.8,0.6,1.4,0.8,0.5,-,0.5
248,1,0.3,0.1,0.2,-,1,0.5,0.1,0.5,1,0.6,0.5,0.7,0.7,0.2,-,0.2
249,0.2,0.1,0.1,-,-,0.2,0.1,0.1,-,0.2,0.2,-,0.2,-,3.3,2.2,1.1
250,1.1,0.1,-,-,-,1.1,0.4,-,0.6,1.5,1.1,0.5,1.6,1,1.9,0.9,1
251,0.9,0.2,0.1,-,0.1,0.9,0.5,0.1,0.4,2.6,1.5,1.2,1.7,1,1.5,0.5,0.9
252,1.9,0.3,0.1,0.2,-,1.9,0.3,0.2,1.5,1.6,1.1,0.5,1.7,0.1,1.5,0.5,0.9
253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-
254,0.8,0.1,-,0.1,-,0.8,0.3,-,0.4,0.6,0.2,0.3,0.6,1,0.6,0.2,0.3
255,0.8,0.1,-,0.1,-,0.8,0.3,-,0.5,2.7,1.6,1.1,1.3,0.9,2.2,1.1,1.1
256,0.1,-,-,-,-,0.1,-,-,0.1,-,-,-,0.4,0.1,3.5,2.1,1.4
257,1.1,0.1,-,-,-,1.1,0.5,-,0.6,2,1.1,0.9,1.1,0.6,0.7,0.1,0.6
258,2,0.2,-,0.1,0.1,2,1,0.2,0.8,3.6,2.1,1.5,1.8,1.6,2.5,1.2,1.4
259,1,0.1,-,0.1,-,1,0.2,-,0.7,2.9,1.9,1,2.5,1.4,1.4,0.5,0.9
260,1.4,0.1,-,0.1,-,1.4,0.4,-,1,2.3,1.6,0.8,1.4,1,0.8,0.3,0.5
261,0.2,-,-,-,-,0.2,0.1,-,0.1,1,0.5,0.5,0.8,0.3,1.6,1.1,0.5
262,0.3,-,-,-,-,0.3,0.1,-,0.2,0.3,0.1,0.2,0.6,0.2,3.1,1.5,1.6
263,0.6,0.1,-,0.1,-,0.6,0.2,-,0.4,1.2,0.7,0.4,1.4,0.6,0.9,0.3,0.5
264,0.1,-,-,-,-,0.1,0.1,-,-,0.1,0.1,-,0.1,-,2.3,1.1,1.1
265,0.8,0.1,-,0.1,-,0.8,0.6,-,0.2,1,0.7,0.3,0.8,0.5,1.6,0.8,0.9
266,0.6,-,-,-,-,0.6,0.4,0.1,0.1,2.1,1.1,1,1,0.7,1,0.3,0.7
267,1.6,0.1,-,0.1,-,1.6,0.6,-,1,1.1,0.7,0.5,1.1,1,1.2,0.5,0.7
268,0.4,-,-,-,-,0.4,0.2,-,0.1,0.3,0.2,0.1,0.9,0.6,1.1,0.5,0.6
269,0.3,-,-,-,-,0.3,0.1,-,0.2,0.5,0.3,0.2,0.9,0.4,1.7,0.9,0.8
270,-,-,-,-,-,-,-,-,-,0.5,-,0.5,-,-,2,1.5,0.5
271,0.1,-,-,-,-,0.1,-,0.1,-,0.6,0.1,0.4,0.5,0.3,2.1,1.4,0.7
272,1.7,0.1,-,0.1,-,1.7,0.8,0.1,0.8,1,0.6,0.4,1.1,0.7,1.3,0.5,0.8
273,0.5,-,-,-,-,0.5,0.1,0.1,0.3,1.1,0.5,0.6,0.8,0.3,1.3,0.7,0.6
274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,0.4,-
275,0.2,-,-,-,-,0.2,0.1,-,0.2,0.4,0.2,0.2,0.5,0.1,1.8,0.8,1
276,0.5,-,-,-,-,0.5,-,0.1,0.4,0.8,0.5,0.3,1.6,1,7.2,3.6,3.6
277,1.3,0.1,-,0.1,-,1.3,0.5,-,0.7,1.8,0.8,1,1,0.4,0.7,0.3,0.4
278,0.7,0.1,0.1,-,-,0.7,0.2,0.1,0.4,0.7,0.4,0.3,0.3,0.4,1.6,1,0.7
279,0.2,-,-,-,-,0.2,0.1,0.1,-,0.2,0.2,-,0.3,0.2,1.6,1,0.6
280,0.6,-,-,-,-,0.6,0.3,-,0.3,1.2,0.7,0.6,1.2,1.1,1.1,0.3,0.7
281,1.3,0.2,-,0.2,-,1.3,0.1,-,1.2,2.2,1.5,0.7,0.6,1.1,0.3,0.2,0.1
282,0.1,-,-,-,-,0.1,-,-,-,0.6,0.1,0.5,0.6,0.3,3.7,2.4,1.2
283,0.3,-,-,-,-,0.3,0.3,-,-,2,1.3,0.8,1.3,0.3,0.3,-,0.3
284,0.5,-,-,-,-,0.5,0.1,-,0.3,0.9,0.6,0.4,0.8,0.6,1.8,0.9,1
285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
286,0.6,-,-,-,-,0.6,0.5,-,0.2,0.7,0.5,0.2,1,0.5,1.1,0.6,0.5
287,0.5,-,-,-,-,0.5,0.2,-,0.2,1.1,0.7,0.4,1,0.4,1.3,0.5,0.8
288,1.2,0.1,-,0.1,-,1.2,0.5,-,0.7,1.2,0.8,0.4,1.2,0.9,1.8,0.9,0.9
289,0.1,-,-,-,-,0.1,0.1,0.1,-,0.8,0.6,0.2,0.6,0.9,1.6,1.1,0.6
290,0.8,-,-,-,-,0.8,0.4,0.1,0.4,0.7,0.4,0.4,1.4,0.5,1.8,0.9,0.9
291,-,-,-,-,-,-,-,-,-,-,-,-,0.5,1,1,0.5,0.5
292,0.5,0.1,-,0.1,-,0.5,-,-,0.5,0.3,0.2,0.1,0.3,0.1,1.7,0.8,0.9
293,0.6,0.1,-,0.1,-,0.6,0.4,-,0.1,0.3,0.1,0.1,0.6,0.4,1.1,0.6,0.5
294,1.7,0.3,-,0.3,-,1.7,0.2,0.1,1.4,1.1,0.7,0.4,1.5,0.3,3.3,0.8,2.5
295,1.1,-,-,-,-,1.1,0.7,-,0.4,2.6,1.4,1.3,1.7,1.2,1,0.2,0.9
296,0.7,-,-,-,-,0.7,0.2,0.1,0.4,0.1,0.1,-,0.5,0.3,5.5,3.3,2.2
297,0.1,0.1,-,0.1,-,0.1,-,-,0.1,0.1,-,0.1,0.4,0.1,1.6,1.1,0.5
298,0.1,0.1,0.1,-,-,0.1,-,0.1,-,0.1,0.1,-,0.2,0.1,1.7,0.9,0.8
299,1,0.1,-,0.1,-,1,0.1,0.2,0.7,0.5,0.4,0.1,0.8,0.5,2.6,1.3,1.3
300,0.8,0.3,0.1,0.1,-,0.8,-,0.4,0.4,0.1,0.1,0.1,0.7,0.2,1.1,0.7,0.5
301,0.2,-,-,-,-,0.2,-,-,0.1,0.4,0.3,0.1,0.7,0.1,1.4,0.5,0.9
302,0.5,-,-,-,-,0.5,0.4,-,0.2,1.4,0.8,0.5,1.2,0.6,0.3,0.1,0.2
303,0.8,-,-,-,-,0.8,0.5,-,0.3,0.3,0.2,0.2,0.4,0.5,1.2,0.4,0.8
304,0.4,-,-,-,-,0.4,0.1,-,0.3,1.9,1.3,0.6,1.1,0.3,1.4,0.7,0.6
305,0.7,0.1,-,-,-,0.7,0.3,0.1,0.3,0.8,0.6,0.3,0.7,0.2,0.9,0.5,0.5
306,1,0.1,-,0.1,-,1,0.1,-,0.8,1.3,0.8,0.6,1.7,0.8,3.3,1.4,1.9
307,1.5,-,-,-,-,1.5,0.8,-,0.7,1.3,0.8,0.5,1.4,1,2,0.7,1.3
308,0.7,0.1,-,0.1,-,0.7,0.3,-,0.3,0.7,0.5,0.3,0.3,0.3,0.5,0.4,0.1
309,1.1,0.1,-,0.1,-,1.1,0.2,0.2,0.7,1.5,0.8,0.7,1.6,0.9,2.8,1.5,1.3
310,0.8,0.1,-,-,-,0.8,0.3,0.1,0.5,1.4,1,0.4,1,0.5,2.7,1.2,1.4
311,0.3,-,-,-,-,0.3,-,-,0.3,0.7,0.3,0.4,0.1,0.1,0.3,0.3,-
312,0.5,-,-,-,-,0.5,0.2,-,0.3,1.3,0.7,0.6,0.9,0.7,2.2,1.3,0.8
313,1,0.2,-,0.1,-,1,0.1,0.2,0.7,0.6,0.4,0.3,0.6,0.1,0.9,0.4,0.5
314,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-
315,0.9,0.1,-,0.1,-,0.9,0.6,-,0.3,0.5,0.3,0.2,0.8,0.3,1,0.3,0.7
316,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.4,0.3,-
317,1.2,0.1,-,-,-,1.2,0.6,0.1,0.6,3.5,1.9,1.6,2.4,2,1.6,0.5,1.2
318,0.4,-,-,-,-,0.4,-,-,0.4,0.4,0.2,0.2,1,0.6,1.8,1,0.7
319,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
320,0.8,0.1,-,0.1,-,0.8,0.2,0.1,0.5,0.1,-,0.1,0.3,0.6,2.4,1.4,1
321,0.3,-,-,-,-,0.3,0.3,-,-,0.4,0.1,0.2,0.3,0.2,0.8,0.4,0.4
322,1.3,-,-,-,-,1.3,0.6,0.1,0.6,2.8,1.9,0.9,2.1,1.3,2.5,1.2,1.2
323,0.6,0.1,-,0.1,-,0.6,0.1,-,0.4,0.7,0.3,0.4,1.1,0.4,1.6,0.4,1.1
324,0.3,-,-,-,-,0.3,0.1,0.1,0.1,0.3,0.2,0.1,0.4,0.2,3.7,1.7,1.9
325,1.5,0.1,-,0.1,-,1.5,0.4,-,1.1,2,1.4,0.6,1.2,1,1.5,0.8,0.7
326,1.6,0.1,-,0.1,-,1.6,0.5,0.1,0.9,1.4,0.7,0.7,2.4,1.4,5.1,1.6,3.5
327,1.4,0.2,-,0.1,-,1.4,0.2,0.1,1.1,1.2,0.8,0.4,2,1,4.2,1.9,2.4
328,0.6,0.1,0.1,-,-,0.6,-,0.2,0.4,0.9,0.3,0.5,1.4,0.7,3,1.2,1.8
329,0.3,0.1,-,0.1,-,0.3,0.1,0.1,0.2,0.8,0.5,0.3,0.7,0.2,1.4,0.6,0.8
330,1.7,0.2,0.1,0.1,-,1.7,0.3,0.4,1.1,0.8,0.3,0.5,1.4,0.5,5,2.3,2.7
331,0.9,0.1,-,0.1,-,0.9,0.3,0.1,0.5,0.8,0.5,0.4,1,0.6,1.6,0.9,0.8
332,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,0.4,-
333,-,-,-,-,-,-,-,-,-,0.1,-,0.1,-,-,0.6,0.6,-
334,1,0.1,0.1,0.1,-,1,0.3,0.1,0.6,2.1,1.1,1,1.9,1.8,1.4,0.7,0.8
335,1.7,-,-,-,-,1.7,0.7,-,1,2.5,1.5,1.1,1,0.5,0.8,0.4,0.5
336,0.3,-,-,-,-,0.3,0.2,-,0.1,0.3,0.1,0.2,0.6,0.3,1,0.9,0.1
337,1.2,0.1,-,0.1,-,1.2,0.4,-,0.8,1.5,0.9,0.6,1.2,0.4,0.7,0.2,0.5
338,0.2,-,-,-,-,0.2,-,0.1,0.1,0.2,-,0.2,0.5,-,4,2.2,1.8
339,0.3,-,-,-,-,0.3,0.3,-,-,0.9,0.5,0.5,0.8,1.2,1.6,0.9,0.7
340,0.6,0.1,-,-,0.1,0.6,0.5,-,0.1,-,-,-,0.4,-,0.8,0.4,0.4
341,0.1,-,-,-,-,0.1,-,-,0.1,0.1,-,0.1,0.4,-,3.3,1.9,1.4
342,0.2,0.1,-,0.1,-,0.2,0.1,-,0.1,0.7,0.3,0.4,0.5,0.3,2.4,1.2,1.2
343,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,0.3,-
344,1.1,0.2,0.1,0.1,-,1.1,0.1,0.3,0.7,1,0.7,0.2,1.7,0.7,2.4,1,1.5
345,0.6,-,-,-,-,0.6,0.4,0.1,0.2,0.3,0.3,-,0.3,0.1,0.4,0.2,0.2
346,0.5,-,-,-,-,0.5,0.3,-,0.2,0.8,0.5,0.2,1.1,0.4,1.2,0.5,0.7
347,0.9,-,-,-,-,0.9,0.1,-,0.7,0.1,0.1,-,0.3,-,2.6,1.4,1.1
348,0.9,0.1,-,0.1,-,0.9,0.3,0.1,0.5,0.6,0.4,0.2,1.6,0.4,2.6,1,1.6
349,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,0.3,-
350,0.6,-,-,-,-,0.6,0.2,0.1,0.3,1.2,0.6,0.6,0.9,0.8,1.5,0.8,0.7
351,0.4,-,-,-,-,0.4,0.1,0.1,0.2,0.7,0.4,0.4,0.8,0.2,1.9,1.2,0.7
352,0.6,-,-,-,-,0.6,0.1,0.1,0.4,3.1,2.1,1,1.4,0.5,0.9,0.4,0.6
353,0.7,0.1,-,0.1,-,0.7,0.1,-,0.6,0.5,0.3,0.2,1.4,0.6,1,0.3,0.7
354,1.1,0.1,-,0.1,-,1.1,0.5,-,0.6,2.4,1.8,0.6,1.7,0.3,2.4,0.9,1.6
355,0.3,-,-,-,-,0.3,0.1,-,0.2,0.1,-,0.1,0.2,0.1,2.2,1.3,0.9
356,0.3,-,-,-,-,0.3,0.2,-,-,1,0.4,0.6,1.1,0.3,0.8,0.3,0.5
357,0.6,-,-,-,-,0.6,0.4,-,0.1,0.8,0.4,0.4,0.7,0.8,1.4,0.5,0.9
358,0.3,-,-,-,-,0.3,0.2,-,-,2.4,0.9,1.5,1.5,1,0.9,0.2,0.7
359,0.4,-,-,-,-,0.4,0.2,-,0.3,0.8,0.2,0.6,0.4,0.4,0.5,0.3,0.2
360,0.8,0.2,0.1,0.1,-,0.8,0.1,0.1,0.6,0.5,0.1,0.4,0.5,0.2,0.9,0.5,0.5
361,0.4,0.1,-,-,-,0.4,0.1,-,0.3,1.1,0.6,0.6,1.4,0.4,1.9,0.9,1
362,1.4,0.1,-,-,0.1,1.4,0.8,0.1,0.6,1.7,0.9,0.8,1.1,0.7,1.5,0.8,0.7
363,0.6,-,-,-,-,0.6,0.1,0.1,0.4,1.1,0.7,0.4,0.9,0.7,2.8,1.6,1.2
364,-,-,-,-,-,-,-,-,-,0.1,0.1,-,-,-,0.1,0.1,-
365,0.9,-,-,-,-,0.9,0.8,-,0.2,1.4,0.6,0.8,0.9,0.9,1.2,0.6,0.6
366,0.8,0.2,-,0.2,-,0.8,0.4,-,0.4,1.1,0.4,0.7,0.8,0.8,0.7,0.2,0.6
367,0.2,-,-,-,-,0.2,0.1,-,0.1,0.7,0.5,0.2,0.3,0.2,2.1,0.8,1.3
368,0.2,-,-,-,-,0.2,0.2,-,-,1,0.5,0.5,1,0.6,0.9,0.5,0.4
369,1,0.2,0.2,-,-,1,0.1,0.2,0.7,0.8,0.3,0.4,1.6,0.7,2.2,0.7,1.6
370,0.1,-,-,-,-,0.1,-,-,0.1,0.2,0.1,0.1,0.3,0.3,3.6,2.2,1.4
371,0.7,0.1,-,0.1,-,0.7,0.5,-,0.2,0.7,0.3,0.4,0.5,0.4,0.9,0.3,0.6
372,0.7,0.1,-,0.1,-,0.7,0.2,0.1,0.5,0.9,0.5,0.4,1.6,0.9,4.4,1.9,2.5
373,1.2,0.1,-,-,-,1.2,0.4,0.1,0.6,1,0.5,0.5,1.2,0.6,1.2,0.4,0.8
374,0.3,-,-,-,-,0.3,0.1,0.1,0.2,0.7,0.3,0.4,0.9,0.3,0.8,0.4,0.4
375,1.6,-,-,-,-,1.6,1.4,-,0.2,0.6,0.4,0.2,0.6,0.1,0.8,0.4,0.4
376,0.3,-,-,-,-,0.3,0.1,-,0.2,1,0.7,0.3,0.8,0.5,1.1,0.5,0.7
377,1,0.1,-,0.1,-,1,0.4,-,0.6,0.6,0.4,0.2,1,0.6,0.7,0.1,0.6
378,0.4,-,-,-,-,0.4,-,0.2,0.2,0.2,0.1,0.1,0.3,0.2,2.8,1.6,1.1
379,0.3,-,-,-,-,0.3,0.2,-,0.1,0.2,-,0.2,0.2,0.3,1.3,1.1,0.2
380,0.4,-,-,-,-,0.4,0.1,-,0.3,0.8,0.6,0.1,1.5,0.6,3.8,1.8,2
381,0.3,-,-,-,-,0.3,0.2,0.1,0.1,0.6,0.3,0.4,0.5,0.5,1.1,0.5,0.6
382,0.4,0.2,0.1,0.1,-,0.4,0.1,0.2,0.2,0.1,0.1,-,0.2,0.1,1.6,0.9,0.7
383,0.1,-,-,-,-,0.1,-,-,0.1,1.6,1,0.6,0.7,0.6,0.6,0.1,0.4
384,0.2,-,-,-,-,0.2,0.1,-,0.1,1.4,0.8,0.6,1.1,0.4,1.4,0.6,0.8
385,0.3,-,-,-,-,0.3,0.1,-,0.2,0.4,0.2,0.2,0.5,0.2,2.5,1.2,1.3
386,0.7,-,-,-,-,0.7,0.3,-,0.4,0.8,0.6,0.3,0.5,0.3,0.8,0.3,0.5
387,0.7,0.3,-,0.1,0.2,0.7,0.3,-,0.5,1.3,0.8,0.5,1.5,1.4,2.3,0.3,2
388,0.6,-,-,-,-,0.6,0.4,-,0.2,0.8,0.5,0.3,0.6,0.3,0.9,0.3,0.5
389,0.8,-,-,-,-,0.8,0.6,-,0.2,1.3,0.7,0.6,1.1,0.7,1.2,0.4,0.8
390,0.2,-,-,-,-,0.2,0.1,-,0.1,0.3,0.2,0.1,0.6,0.2,2.7,1,1.6
391,0.1,-,-,-,-,0.1,0.1,-,-,0.9,0.5,0.4,0.9,0.4,1.9,0.9,1
392,0.4,-,-,-,-,0.4,0.1,-,0.3,0.8,0.3,0.4,0.8,0.6,1.9,0.8,1.2
393,1,-,-,-,-,1,0.4,-,0.5,2,1.1,0.9,1.2,0.7,1.3,0.5,0.8
394,0.6,-,-,-,-,0.6,0.4,-,0.2,0.3,0.2,0.1,0.8,0.1,1.3,0.4,0.9
395,0.8,-,-,-,-,0.8,0.6,-,0.1,0.6,0.4,0.2,1.1,0.5,1.3,0.5,0.8
396,0.8,-,-,-,-,0.8,0.4,-,0.4,1.4,0.6,0.8,1.6,0.5,0.9,0.3,0.6
397,-,-,-,-,-,-,-,-,-,-,-,-,0.8,0.5,2,1.3,0.8
398,0.3,-,-,-,-,0.3,0.1,-,0.1,0.7,0.3,0.4,0.7,0.4,1.3,0.7,0.7
399,0.6,-,-,-,-,0.6,0.3,0.1,0.2,0.1,-,0.1,0.5,0.4,2.3,1.2,1.1
400,0.6,0.1,-,0.1,-,0.6,0.3,0.1,0.2,0.6,0.4,0.3,1,0.8,1.2,0.3,0.9
401,0.1,-,-,-,-,0.1,-,-,0.1,-,-,-,0.3,0.2,1.9,1.3,0.6
402,0.2,-,-,-,-,0.2,-,-,0.2,0.9,0.4,0.5,0.7,0.6,0.6,0.2,0.4
403,0.8,0.1,-,0.1,-,0.8,0.2,-,0.6,2.3,1.3,1,2.6,1.2,0.8,0.3,0.6
404,0.7,0.1,-,0.1,-,0.7,0.1,0.2,0.4,0.9,0.6,0.3,1,0.8,0.8,0.4,0.4
405,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
406,0.2,-,-,-,-,0.2,0.1,-,0.1,0.8,0.4,0.4,0.9,0.3,2,1,1.1
407,2,-,-,-,-,2,1,-,1,1,1,-,1,2,1,1,-
408,0.3,-,-,-,-,0.3,-,0.1,0.1,0.1,0.1,-,0.6,-,3.4,1.7,1.7
409,0.6,0.1,-,0.1,-,0.6,0.2,-,0.5,0.5,0.1,0.4,0.3,0.5,0.9,0.2,0.7
410,0.5,-,-,-,-,0.5,0.3,0.3,-,-,-,-,0.3,-,1,0.5,0.5
411,0.5,-,-,-,-,0.5,0.5,-,-,0.3,0.1,0.2,0.6,0.2,1,0.4,0.6
412,0.5,0.1,-,-,0.1,0.5,0.1,-,0.3,0.9,0.7,0.3,0.7,0.1,0.9,0.5,0.4
413,0.8,0.1,-,0.1,-,0.8,0.2,0.1,0.5,1.1,0.7,0.4,1.3,1,0.6,0.3,0.4
414,0.5,0.1,-,0.1,-,0.5,0.1,0.1,0.3,0.2,0.1,0.1,0.5,0.2,1.3,0.3,0.9
415,0.6,0.1,0.1,-,-,0.6,0.1,0.3,0.3,0.2,0.2,0.1,0.2,0.1,2.8,1.8,1.1
416,0.9,-,-,-,-,0.9,0.3,-,0.6,1.7,1,0.7,1.1,0.4,0.9,0.3,0.6
417,1.2,0.1,-,0.1,-,1.2,0.2,-,1,2.3,1.2,1.1,1.1,0.8,0.6,0.2,0.5
418,0.7,-,-,-,-,0.7,0.3,-,0.4,1.4,0.8,0.6,0.6,0.3,0.1,-,0.1
419,-,-,-,-,-,-,-,-,-,0.1,0.1,-,0.7,-,1.1,0.6,0.6
420,0.3,-,-,-,-,0.3,0.1,-,0.2,0.2,0.2,-,0.1,0.4,1.3,0.8,0.4
421,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
422,0.7,-,-,-,-,0.7,-,0.3,0.3,1,1,-,0.7,0.3,0.3,-,0.3
423,0.7,-,-,-,-,0.7,0.6,-,0.1,2,1,1,1,1.5,0.7,0.3,0.4
424,-,-,-,-,-,-,-,-,-,0.8,-,0.8,0.3,0.3,2,0.8,1.3
425,-,-,-,-,-,-,-,-,-,0.3,-,0.3,1,0.7,1.3,1,0.3
426,0.5,0.1,-,-,0.1,0.5,0.3,-,0.3,0.6,0.4,0.3,1.4,0.8,0.8,0.5,0.3
427,0.4,0.1,-,0.1,-,0.4,0.3,-,0.1,0.3,0.2,0.1,1.2,0.5,1,0.5,0.5
428,0.9,-,-,-,-,0.9,0.6,0.1,0.2,0.6,0.6,-,0.3,0.4,1.3,0.6,0.7
429,0.6,0.1,-,0.1,-,0.6,0.1,-,0.4,1,0.6,0.4,0.4,0.1,0.4,-,0.4
430,0.3,-,-,-,-,0.3,0.3,-,-,1.8,1.3,0.5,0.5,0.5,1,0.5,0.5
431,-,-,-,-,-,-,-,-,-,2.7,2,0.7,1.6,0.2,2.1,0.8,1.3
432,0.3,-,-,-,-,0.3,-,-,0.3,1.2,0.8,0.4,1.3,0.8,1.3,0.5,0.8
433,0.2,-,-,-,-,0.2,-,-,0.1,0.2,0.1,0.1,0.3,0.1,2.4,1.3,1.2
434,0.7,-,-,-,-,0.7,0.3,-,0.3,1.2,0.3,0.8,0.3,-,2.3,1.3,1
435,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
436,0.5,-,-,-,-,0.5,0.3,-,0.3,0.8,0.8,-,-,1.3,1,-,1
437,0.6,0.1,-,0.1,-,0.6,0.4,-,0.3,0.8,0.5,0.3,1,0.6,1,0.3,0.8
438,0.7,0.1,-,0.1,-,0.7,0.6,-,0.1,0.7,0.2,0.4,0.1,0.2,0.4,0.2,0.2
439,0.3,0.1,0.1,-,-,0.3,-,0.3,0.1,0.8,0.4,0.4,0.6,-,1.1,0.6,0.5
440,1,-,-,-,-,1,0.5,-,0.5,1.6,1,0.6,0.9,0.6,0.3,0.1,0.1
441,0.8,0.1,-,0.1,-,0.8,0.3,-,0.5,1.1,0.9,0.2,1.2,0.9,0.5,0.1,0.3
442,0.2,-,-,-,-,0.2,-,-,0.2,1.2,0.6,0.6,0.2,0.6,0.4,0.4,-
443,0.2,-,-,-,-,0.2,0.2,-,-,0.7,0.3,0.3,0.5,0.7,0.7,0.1,0.6
444,0.2,0.1,0.1,-,-,0.2,-,0.1,0.1,-,-,-,0.2,-,1.4,0.7,0.6
445,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.2,0.1
446,0.1,-,-,-,-,0.1,0.1,-,-,0.4,0.1,0.3,0.1,0.6,1,0.9,0.1
447,0.7,-,-,-,-,0.7,-,-,0.7,0.2,-,0.2,0.2,0.3,5.8,3.8,2
448,0.6,-,-,-,-,0.6,0.2,-,0.4,0.6,0.3,0.2,0.4,0.2,1.3,0.6,0.7
449,1,0.1,-,-,-,1,-,0.1,0.9,0.4,0.3,0.1,1.4,0.7,2.6,1.4,1.3
450,0.3,-,-,-,-,0.3,0.1,-,0.2,0.4,0.2,0.3,0.4,0.3,2.1,1.1,0.9
451,1.1,0.1,0.1,0.1,-,1.1,0.2,0.2,0.6,0.3,0.2,0.1,0.6,0.6,2.6,1.1,1.5
452,0.6,0.1,-,0.1,-,0.6,0.1,0.1,0.4,0.7,0.4,0.3,0.8,0.4,1.9,0.9,1
