,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,OOBSh,SYBSh,PASh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD
478,0.2,-,-,-,-,0.2,0.1,-,0.1,0.6,0.3,0.3,0.6,0.3,0.8,0.5,0.3
479,0.2,-,-,-,-,0.2,0.1,-,0.1,0.8,0.4,0.4,0.3,0.2,0.3,0.2,0.1
480,0.2,-,-,-,-,0.2,0.2,-,-,-,-,-,0.3,0.3,0.9,0.3,0.6
481,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,0.7,0.7
482,0.5,-,-,-,-,0.5,0.3,-,0.3,0.3,0.3,-,1,-,1,-,1
483,1,0.1,-,-,-,1,0.1,0.1,0.8,1,0.6,0.4,1.1,0.8,1.2,0.3,0.9
484,0.4,0.1,-,-,0.1,0.4,0.2,-,0.2,0.4,0.1,0.3,0.6,0.4,0.4,0.3,0.1
485,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
486,0.8,0.1,-,-,0.1,0.8,0.1,0.1,0.6,0.8,0.7,0.1,0.9,0.5,1.9,0.6,1.4
487,1,-,-,-,-,1,0.5,-,0.5,0.3,0.3,-,0.3,0.8,-,-,-
488,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,0.3
489,0.7,-,-,-,-,0.7,-,-,0.7,0.2,0.1,0.1,-,0.2,0.2,-,0.2
490,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
491,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.7,0.3
492,0.3,-,-,-,-,0.3,0.2,-,0.1,0.4,0.4,-,0.5,0.4,0.9,0.2,0.6
493,0.4,-,-,-,-,0.4,0.4,-,-,0.6,0.6,-,0.4,0.1,0.4,0.1,0.3
494,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
495,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.3,1,0.3,0.8
496,0.5,-,-,-,-,0.5,-,-,0.5,-,-,-,0.5,-,0.5,-,0.5
497,-,-,-,-,-,-,-,-,-,0.1,-,0.1,0.3,0.1,0.3,0.1,0.2
498,0.4,-,-,-,-,0.4,-,-,0.4,0.3,0.2,0.1,0.7,0.7,1.9,0.5,1.3
499,0.5,-,-,-,-,0.5,0.5,-,-,1,1,-,-,0.5,0.5,-,0.5
500,0.1,-,-,-,-,0.1,0.1,-,-,0.3,0.3,-,0.3,0.4,1.1,0.6,0.6
501,0.5,-,-,-,-,0.5,0.3,-,0.3,0.4,0.4,-,0.5,0.7,0.8,0.2,0.6
502,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.7,0.3,0.7,0.3,0.3
503,1,-,-,-,-,1,-,-,1,-,-,-,-,1,1,-,1
504,0.2,-,-,-,-,0.2,-,0.1,0.1,0.5,0.1,0.4,1,0.4,1,0.2,0.8
505,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.5,-,0.5
506,0.2,-,-,-,-,0.2,0.1,-,0.1,1.3,0.6,0.8,0.8,0.4,0.4,0.1,0.3
507,0.5,-,-,-,-,0.5,0.3,-,0.3,1,1,-,1.3,1,0.5,0.5,-
508,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
509,-,-,-,-,-,-,-,-,-,2,2,-,-,-,1,-,1
510,-,-,-,-,-,-,-,-,-,3,3,-,2,-,3,-,3
511,1.1,-,-,-,-,1.1,0.3,0.1,0.7,0.4,0.3,0.1,0.9,0.4,1.6,0.9,0.7
512,0.4,-,-,-,-,0.4,0.3,-,0.2,0.2,0.2,-,0.3,0.3,0.2,-,0.2
513,0.1,-,-,-,-,0.1,-,-,0.1,0.5,0.3,0.2,0.5,0.4,0.4,0.3,0.1
514,0.1,-,-,-,-,0.1,-,0.1,0.1,0.3,0.3,-,0.1,0.1,0.7,0.3,0.4
515,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.4,0.1,0.1,-
516,-,-,-,-,-,-,-,-,-,0.5,0.3,0.3,1.8,0.5,0.5,0.3,0.3
517,0.3,-,-,-,-,0.3,0.2,-,0.1,0.2,0.2,-,0.2,0.2,0.4,0.1,0.3
518,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-
519,0.5,-,-,-,-,0.5,0.5,-,-,1,-,1,-,-,0.5,-,0.5
520,0.5,-,-,-,-,0.5,-,-,0.5,0.5,0.5,-,0.5,0.5,0.5,0.5,-
521,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.3,0.1,1.7,0.8,0.9
522,0.3,-,-,-,-,0.3,0.1,-,0.3,0.1,-,0.1,0.6,-,0.7,0.3,0.4
523,0.2,-,-,-,-,0.2,0.2,-,-,0.1,0.1,-,0.4,0.2,0.6,0.1,0.5
524,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.7,-,0.3,-,0.3
525,0.5,-,-,-,-,0.5,0.5,-,-,2,2,-,-,1,0.5,-,0.5
526,-,-,-,-,-,-,-,-,-,1,1,-,-,-,3,2,1
527,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
528,-,-,-,-,-,-,-,-,-,0.3,-,0.3,0.3,0.7,-,-,-
529,-,-,-,-,-,-,-,-,-,0.5,0.5,-,0.5,-,2,0.5,1.5
530,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
531,0.5,-,-,-,-,0.5,-,0.3,0.3,0.5,0.3,0.3,0.5,-,1.8,0.3,1.5
532,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
534,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
535,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
536,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
537,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
538,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
539,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.7,0.7,0.3,0.3
540,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
541,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,1,-
542,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
543,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
544,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
545,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-,-,-,-
546,0.4,-,-,-,-,0.4,-,-,0.4,0.6,0.3,0.4,0.6,0.4,1.4,0.5,0.9
547,0.3,-,-,-,-,0.3,-,-,0.3,0.3,0.2,0.2,0.2,1,2.2,1,1.2
548,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
549,0.1,-,-,-,-,0.1,0.1,-,-,0.4,0.1,0.3,0.5,0.3,0.6,0.3,0.4
550,-,-,-,-,-,-,-,-,-,0.5,0.5,-,-,-,-,-,-
551,2.5,-,-,-,-,2.5,1,-,1.5,0.5,0.5,-,2,0.5,2.5,0.5,2
552,0.4,-,-,-,-,0.4,-,-,0.4,0.4,0.3,0.1,0.5,0.6,1,0.1,0.9
553,0.3,-,-,-,-,0.3,-,0.3,-,0.3,-,0.3,0.7,1,0.7,-,0.7
554,-,-,-,-,-,-,-,-,-,-,-,-,1,0.5,-,-,-
555,-,-,-,-,-,-,-,-,-,0.5,0.5,-,-,-,-,-,-
556,0.6,-,-,-,-,0.6,0.3,0.1,0.3,1.4,1,0.4,0.6,0.3,0.5,-,0.5
557,1,-,-,-,-,1,-,1,-,-,-,-,-,1,2,1,1
558,-,-,-,-,-,-,-,-,-,2,2,-,1,1,1,-,1
559,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1
560,0.1,-,-,-,-,0.1,-,0.1,-,0.3,0.1,0.1,0.6,0.3,2,1.4,0.6
561,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
562,-,-,-,-,-,-,-,-,-,-,-,-,1,0.5,1,1,-
563,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1
