,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,SYBSh,PASh,OOBSh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD
229,-,-,-,-,-,-,-,-,-,0.1,-,0.1,-,-,0.4,0.3,0.1
230,1.7,0.3,0.1,0.2,-,1.7,0.1,0.2,1.4,0.8,0.5,0.3,2,1.2,5.9,2.2,3.7
231,0.7,-,-,-,-,0.7,0.4,-,0.3,1.1,0.4,0.7,0.8,0.4,1.2,0.4,0.8
232,0.7,-,-,-,-,0.7,0.2,-,0.5,0.4,0.3,0.1,0.8,0.3,1.1,0.5,0.6
233,0.6,-,-,-,-,0.6,0.2,-,0.4,1.6,0.8,0.8,1.5,0.9,2,1.1,0.9
234,0.5,-,-,-,-,0.5,0.4,-,0.1,0.4,0.2,0.1,0.4,0.5,1.3,0.5,0.8
235,0.1,-,-,-,-,0.1,-,-,0.1,0.5,0.3,0.3,0.5,0.1,1.8,0.6,1.1
236,0.3,-,-,-,-,0.3,0.1,0.1,0.1,1,0.7,0.3,1.2,0.2,1.5,0.7,0.8
237,0.3,0.2,0.2,-,-,0.3,-,0.3,-,0.1,0.1,-,0.4,0.1,2.7,1.4,1.3
238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-
239,0.9,0.1,-,-,-,0.9,-,0.1,0.8,0.9,0.5,0.4,1.1,0.7,4.9,2.5,2.4
240,0.5,-,-,-,-,0.5,0.3,-,0.2,1.7,1,0.7,1.1,1.2,0.6,0.1,0.5
241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.3,0.3
242,0.3,-,-,-,-,0.3,-,-,0.2,0.2,-,0.2,0.3,0.1,1.8,1.2,0.6
243,0.7,-,-,-,-,0.7,0.4,0.1,0.2,0.8,0.4,0.4,0.6,0.7,1.8,1,0.8
244,0.3,0.1,-,-,-,0.3,0.1,0.1,0.2,0.4,0.2,0.2,0.6,0.1,2.1,1.2,0.9
245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-
246,0.5,-,-,-,-,0.5,0.5,-,-,1.5,0.5,1,0.5,-,-,-,-
247,0.3,-,-,-,-,0.3,0.1,-,0.1,0.7,0.4,0.3,0.5,0.2,0.7,0.3,0.4
248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-
249,0.3,-,-,-,-,0.3,0.2,-,0.1,0.4,0.2,0.2,0.5,0.1,1.3,0.7,0.7
250,1.4,0.1,-,0.1,-,1.4,0.4,0.1,0.9,2.9,2,0.9,2.1,1.1,1,0.4,0.6
251,1.1,-,-,-,-,1.1,0.8,-,0.3,2,1.2,0.8,1.3,0.4,1.3,0.4,0.9
252,0.4,-,-,-,-,0.4,-,0.2,0.2,0.1,-,0.1,0.6,0.1,2.7,1.4,1.2
253,0.5,-,-,-,-,0.5,-,-,0.5,0.1,-,0.1,0.3,0.1,3.5,2.1,1.4
254,0.4,0.1,-,-,-,0.4,0.2,-,0.2,1.1,0.5,0.6,0.8,0.5,1.1,0.6,0.5
255,1.9,0.2,-,0.1,-,1.9,0.6,-,1.3,2.5,1.5,1,1.1,0.9,0.7,0.1,0.5
256,0.2,-,-,-,-,0.2,0.1,-,0.1,1.8,1.2,0.6,1.9,0.6,1.2,0.7,0.5
257,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.3,0.3,-
258,0.4,-,-,-,-,0.4,0.1,-,0.3,0.3,0.1,0.2,0.4,0.2,2.2,1.2,1
259,0.2,-,-,-,-,0.2,-,0.1,0.2,0.4,0.3,0.2,0.7,0.3,2.7,1.5,1.3
260,0.6,-,-,-,-,0.6,0.3,-,0.4,2.1,1.3,0.8,1.5,-,1.1,0.4,0.7
261,1.3,0.3,-,0.3,-,1.3,0.1,0.2,1,0.8,0.6,0.3,1.6,0.9,1.1,0.3,0.8
262,0.4,0.1,-,-,-,0.4,0.1,-,0.3,-,-,-,0.3,-,2.7,1.4,1.3
263,1.3,0.1,-,0.1,-,1.3,0.8,-,0.5,2.1,1.3,0.8,1.4,1.5,1,0.5,0.5
264,0.2,-,-,-,-,0.2,0.1,-,0.2,0.9,0.5,0.4,1.3,0.6,1.1,0.5,0.7
265,0.3,-,-,-,-,0.3,0.1,-,0.2,0.7,0.2,0.5,0.7,0.2,2.3,1.1,1.1
266,0.5,0.1,-,0.1,-,0.5,0.4,-,0.1,1.4,0.4,0.9,1,0.8,1.9,0.8,1.1
267,1.8,0.2,-,0.1,0.1,1.8,0.5,0.1,1.2,0.4,0.2,0.3,1.3,0.4,5.4,2.9,2.4
268,0.2,0.1,-,0.1,-,0.2,0.1,-,0.1,0.4,0.1,0.2,0.1,0.2,0.6,0.3,0.2
269,0.4,-,-,-,-,0.4,0.1,-,0.2,1.5,0.9,0.7,1.3,0.5,1.3,0.9,0.5
270,1,0.1,-,0.1,-,1,0.5,0.1,0.4,1.7,1.2,0.5,1.4,1.3,1.9,0.8,1.1
271,0.6,-,-,-,-,0.6,0.4,-,0.2,0.7,0.3,0.5,0.8,0.6,1,0.4,0.6
272,1.6,0.2,-,0.2,-,1.6,0.2,0.2,1.3,0.5,0.2,0.3,1.2,0.5,3,1.1,1.9
273,0.4,-,-,-,-,0.4,0.2,0.1,0.1,0.9,0.4,0.4,0.6,0.1,1.1,0.4,0.8
274,1.1,0.1,0.1,0.1,-,1.1,0.5,0.1,0.4,1.2,0.7,0.4,1.3,0.7,1.5,0.7,0.8
275,1.3,0.1,-,0.1,-,1.3,0.3,0.2,0.8,1.8,1.3,0.5,2,0.9,1.9,0.9,1
276,1.1,0.1,-,-,0.1,1.1,0.6,-,0.5,3.4,2.2,1.2,1.8,1.2,0.5,0.1,0.4
277,-,-,-,-,-,-,-,-,-,0.1,-,0.1,-,-,0.1,-,0.1
278,0.4,0.1,0.1,0.1,-,0.4,-,0.1,0.4,0.8,0.5,0.3,0.7,0.4,1.3,0.7,0.7
279,0.2,-,-,-,-,0.2,-,-,0.2,0.3,0.1,0.2,0.5,0.3,2.5,1.1,1.3
280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-
281,0.9,-,-,-,-,0.9,0.4,-,0.5,1.3,0.9,0.4,1.6,0.8,1.5,0.7,0.8
282,0.3,-,-,-,-,0.3,-,-,0.3,-,-,-,-,-,0.5,0.5,-
283,0.7,-,-,-,-,0.7,0.3,-,0.4,0.8,0.5,0.3,1.2,0.3,1.7,0.9,0.8
284,0.2,-,-,-,-,0.2,0.1,0.1,-,0.5,0.2,0.3,0.3,0.3,2.1,1.4,0.7
285,0.5,-,-,-,-,0.5,0.3,0.1,0.1,0.5,0.3,0.2,0.8,0.6,2,1.4,0.6
286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-
287,1.4,0.1,-,0.1,-,1.4,0.4,0.1,0.9,1,0.4,0.6,1.7,1,1.6,0.5,1.1
288,0.5,-,-,-,-,0.5,0.2,-,0.3,0.8,0.4,0.4,0.9,0.5,0.7,0.2,0.5
289,0.3,-,-,-,-,0.3,0.2,-,0.1,1.7,0.8,0.9,1.3,0.9,1.6,0.7,0.9
290,0.7,0.1,-,-,-,0.7,0.3,-,0.4,1.3,0.9,0.4,1.1,0.6,1,0.4,0.6
291,0.7,0.1,-,-,0.1,0.7,0.5,-,0.1,0.6,0.3,0.3,0.6,0.8,1.4,0.7,0.8
292,0.8,-,-,-,-,0.8,0.6,-,0.1,0.6,0.2,0.4,0.8,0.8,1.9,0.9,1
293,1.9,0.2,-,0.1,-,1.9,0.4,0.2,1.3,1.8,1.3,0.5,1.9,1.5,2.1,0.7,1.5
294,0.1,-,-,-,-,0.1,0.1,-,-,0.4,0.2,0.3,0.3,-,1.2,0.3,0.9
295,1.3,0.1,-,0.1,-,1.3,0.8,-,0.5,1.9,1.1,0.8,1.4,0.7,1.5,0.5,1
296,0.9,0.2,-,-,0.1,0.9,0.3,0.1,0.5,1.7,1.2,0.5,1.7,0.8,1.5,0.5,1.1
297,1.1,0.3,-,0.2,-,1.1,0.1,0.1,1,0.5,0.3,0.2,1.7,0.8,3.3,0.9,2.4
298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,-
299,1.1,0.1,-,-,-,1.1,0.3,-,0.7,1.5,1.1,0.3,1.2,0.8,1.4,0.7,0.8
300,0.2,-,-,-,-,0.2,-,-,0.2,0.1,-,0.1,0.3,0.1,4.4,2.8,1.6
301,0.1,-,-,-,-,0.1,-,-,0.1,2.9,1.4,1.4,2.3,1,1,0.8,0.2
302,0.2,-,-,-,-,0.2,-,-,0.1,0.6,0.3,0.2,0.7,0.6,2.5,1.5,1
303,1,0.2,0.1,0.1,-,1,0.5,0.1,0.5,1.8,1,0.8,1.7,1.1,0.6,0.2,0.5
304,0.7,0.1,-,0.1,-,0.7,0.4,-,0.3,0.4,0.1,0.3,0.9,0.6,0.9,0.4,0.5
305,0.7,-,-,-,-,0.7,0.6,-,0.1,0.6,0.4,0.1,0.7,0.2,0.8,0.4,0.4
306,0.1,-,-,-,-,0.1,0.1,-,-,-,-,-,0.3,0.1,2.9,2,0.9
307,0.7,0.1,0.1,-,-,0.7,-,0.1,0.6,0.1,-,0.1,0.1,0.1,2.1,1.5,0.6
308,0.2,-,-,-,-,0.2,-,-,0.2,1.3,0.8,0.5,1.3,0.9,1.5,1.1,0.4
309,0.7,0.1,-,-,-,0.7,0.2,0.1,0.5,0.5,0.3,0.2,0.5,0.6,0.7,0.4,0.3
310,1.1,0.1,-,-,0.1,1.1,0.9,-,0.3,1.1,0.4,0.7,0.8,0.3,0.5,0.2,0.3
311,0.4,-,-,-,-,0.4,0.3,-,0.1,0.3,0.1,0.2,0.4,0.3,1.3,0.7,0.6
312,0.2,-,-,-,-,0.2,0.2,-,-,2.5,1,1.5,0.8,0.5,0.3,0.2,0.2
313,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.3,0.3,-
314,0.3,-,-,-,-,0.3,0.3,-,-,0.5,0.3,0.3,0.8,-,0.5,0.3,0.3
315,0.5,-,-,-,-,0.5,-,0.1,0.4,0.1,0.1,-,0.1,-,2.9,1.9,1
316,0.4,-,-,-,-,0.4,0.1,-,0.2,0.7,0.4,0.3,0.7,0.4,1.9,0.9,1
317,0.3,-,-,-,-,0.3,0.3,-,-,0.7,0.5,0.2,0.6,0.5,0.9,0.3,0.6
318,0.7,-,-,-,-,0.7,0.4,-,0.3,1.4,0.6,0.9,1.7,0.7,1.9,0.7,1.2
319,0.9,0.1,-,0.1,-,0.9,0.5,-,0.4,2.7,1.4,1.3,1.6,1.1,0.9,0.2,0.7
320,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.2,-
321,0.3,0.1,-,0.1,-,0.3,0.1,-,0.2,1.8,1,0.8,1.8,0.2,0.8,0.4,0.4
322,0.1,-,-,-,-,0.1,-,0.1,0.1,-,-,-,0.2,0.1,3,2,1
323,0.3,-,-,-,-,0.3,0.3,-,-,0.5,0.3,0.2,0.3,0.2,1.9,1,0.9
324,1.8,0.1,-,-,-,1.8,0.5,0.1,1.2,2,1.3,0.7,2.7,2.1,2.9,1,1.8
325,0.4,-,-,-,-,0.4,0.2,-,0.3,1.4,0.7,0.8,0.8,0.6,0.9,0.5,0.4
326,0.2,-,-,-,-,0.2,0.2,-,-,0.7,0.4,0.3,0.7,0.5,1,0.8,0.2
327,0.7,0.1,-,0.1,-,0.7,0.1,0.1,0.5,0.7,0.5,0.2,1.1,0.5,3.2,1.4,1.8
328,0.5,-,-,-,-,0.5,-,0.3,0.2,0.3,0.2,0.1,0.4,0.1,3.2,2.3,0.9
329,0.2,-,-,-,-,0.2,-,-,0.2,0.2,0.1,0.1,0.3,-,2.3,1.7,0.6
330,-,-,-,-,-,-,-,-,-,0.6,0.4,0.2,0.8,0.2,0.8,0.6,0.2
331,0.4,0.1,-,0.1,-,0.4,0.1,-,0.3,1,0.7,0.3,1.1,0.5,2.2,1,1.2
332,0.4,-,-,-,-,0.4,0.4,-,-,0.9,0.3,0.6,0.5,0.4,0.3,-,0.3
333,0.1,-,-,-,-,0.1,-,-,0.1,0.3,0.2,0.2,0.6,0.2,2,0.9,1.1
334,1,0.1,0.1,-,-,1,0.1,0.1,0.8,0.7,0.4,0.3,1.9,0.7,6.7,3.6,3.1
335,0.4,-,-,-,-,0.4,0.3,-,0.1,0.9,0.4,0.5,0.6,0.9,1.5,0.7,0.8
336,0.2,-,-,-,-,0.2,-,-,0.2,-,-,-,0.5,-,2.7,1,1.7
337,-,-,-,-,-,-,-,-,-,0.5,-,0.5,0.5,0.5,0.5,0.5,-
338,0.4,0.1,-,-,0.1,0.4,0.3,-,0.2,0.1,-,0.1,0.3,-,2.6,1.4,1.2
339,0.2,-,-,-,-,0.2,-,-,0.2,-,-,-,0.2,-,2.4,1.6,0.8
340,0.2,-,-,-,-,0.2,0.2,-,-,1.4,0.8,0.6,0.9,0.8,1.1,0.4,0.7
341,-,-,-,-,-,-,-,-,-,0.2,-,0.2,0.5,0.3,1.3,0.7,0.7
342,0.4,-,-,-,-,0.4,0.1,-,0.3,1.1,0.9,0.3,1.2,0.5,1.2,0.3,0.9
343,1,0.1,-,0.1,-,1,0.2,-,0.7,1.4,1.1,0.3,1.6,0.5,0.8,0.3,0.5
344,0.9,0.1,0.1,0.1,-,0.9,0.1,0.1,0.7,0.5,0.3,0.2,1.1,0.4,2.3,0.9,1.4
345,0.1,-,-,-,-,0.1,0.1,-,-,0.6,0.3,0.3,1,0.2,1.7,0.6,1.1
346,1.3,0.1,-,0.1,-,1.3,0.3,0.1,1,2.9,1.8,1,1.4,0.4,0.2,-,0.1
347,0.2,-,-,-,-,0.2,0.1,-,0.1,0.9,0.5,0.4,0.5,0.6,0.6,0.1,0.5
348,0.3,-,-,-,-,0.3,0.1,-,0.2,0.3,0.2,0.1,0.5,0.3,1.3,0.9,0.5
349,0.3,-,-,-,-,0.3,0.2,-,0.2,0.5,0.4,0.2,0.2,0.2,0.6,0.2,0.4
350,0.7,0.1,-,-,-,0.7,0.4,-,0.2,0.6,0.4,0.2,0.7,0.5,0.5,0.1,0.4
351,0.7,0.1,-,0.1,-,0.7,0.1,-,0.6,1.1,0.9,0.2,1.4,0.2,1.4,0.8,0.6
352,0.1,-,-,-,-,0.1,-,-,0.1,0.9,0.7,0.2,0.4,0.2,1.3,0.5,0.8
353,0.5,-,-,-,-,0.5,0.1,-,0.3,2,0.9,1.2,0.9,0.5,0.8,0.3,0.5
354,-,-,-,-,-,-,-,-,-,0.5,0.3,0.3,0.8,0.3,1.3,0.5,0.8
355,0.2,-,-,-,-,0.2,0.1,-,0.1,0.2,0.2,-,0.3,0.1,1.7,1.1,0.6
356,0.1,-,-,-,-,0.1,-,-,0.1,0.2,0.1,0.1,0.3,-,2.8,1.5,1.3
357,-,-,-,-,-,-,-,-,-,0.4,0.2,0.2,0.7,0.6,0.4,0.3,0.1
358,0.2,-,-,-,-,0.2,-,-,0.1,0.3,0.2,0.1,0.2,0.1,0.6,0.4,0.2
359,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,0.1
360,0.9,-,-,-,-,0.9,0.3,-,0.6,1.5,1.1,0.4,0.7,0.4,0.4,0.2,0.3
361,0.5,-,-,-,-,0.5,-,-,0.4,0.3,0.2,0.1,0.5,0.2,2.3,0.8,1.5
362,1,-,-,-,-,1,0.6,-,0.5,1.4,0.8,0.5,1.6,0.6,1.3,0.4,0.9
363,0.3,-,-,-,-,0.3,0.1,-,0.1,1.6,0.7,0.8,1.4,0.9,0.7,0.1,0.6
364,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.5,0.2,1.1,0.5,0.5
365,0.7,-,-,-,-,0.7,0.3,-,0.3,1.2,0.3,0.8,0.8,-,0.8,0.3,0.5
366,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
367,0.3,-,-,-,-,0.3,0.1,0.1,0.2,0.3,0.1,0.2,0.1,0.4,2.7,1.4,1.3
368,0.3,-,-,-,-,0.3,0.2,-,0.1,1.2,0.8,0.4,1.3,0.3,1.4,0.5,0.9
369,0.1,0.1,-,0.1,-,0.1,-,-,0.1,-,-,-,0.3,-,1,0.4,0.6
370,0.3,0.1,-,0.1,-,0.3,0.1,-,0.1,1.4,0.7,0.6,0.9,0.8,0.1,0.1,-
371,0.7,-,-,-,-,0.7,0.3,-,0.3,0.2,0.1,0.1,0.3,0.1,2,0.8,1.2
372,1.1,0.1,0.1,-,0.1,1.1,0.4,0.1,0.6,0.6,0.3,0.3,1.2,0.4,0.8,0.4,0.4
373,0.6,0.1,-,0.1,-,0.6,0.3,0.1,0.3,0.6,0.5,0.2,0.5,0.2,1.7,0.6,1.1
374,0.1,-,-,-,-,0.1,-,-,0.1,0.1,0.1,-,-,-,1.8,1,0.8
375,0.3,-,-,-,-,0.3,0.3,-,0.1,0.5,0.2,0.3,0.6,0.5,2,0.9,1.2
376,1,-,-,-,-,1,0.2,0.1,0.7,2,1.1,0.8,1.9,1.1,4.4,2.3,2.1
377,1.2,0.2,0.1,0.2,-,1.2,0.1,0.1,1,0.8,0.6,0.3,1.7,0.9,1.4,0.4,1
378,0.3,-,-,-,-,0.3,0.1,-,0.2,0.4,0.2,0.2,0.8,0.5,2.6,1.8,0.8
379,1,0.3,0.1,0.2,-,1,-,0.1,0.9,0.1,0.1,0.1,0.6,0.2,1.1,0.5,0.6
380,1.3,0.2,0.1,0.1,-,1.3,0.1,0.2,1.1,0.9,0.7,0.2,2.3,2,5.1,2.1,3
381,0.3,-,-,-,-,0.3,0.1,-,0.2,1.9,1.1,0.8,0.8,0.4,1.3,0.6,0.7
382,0.8,-,-,-,-,0.8,0.1,-,0.7,2.3,1.4,0.9,1.7,0.9,0.8,0.3,0.5
383,0.5,-,-,-,-,0.5,-,-,0.5,1.5,1,0.5,-,1,1.5,1,0.5
384,0.3,-,-,-,-,0.3,0.2,-,0.1,1.4,0.3,1.1,0.3,0.4,0.4,0.3,0.1
385,1,-,-,-,-,1,1,-,-,1.9,1.4,0.4,0.9,0.6,0.4,-,0.4
386,0.7,0.1,-,0.1,-,0.7,0.1,0.1,0.5,0.6,0.4,0.2,1.3,0.7,3.9,1.7,2.2
387,0.4,-,-,-,-,0.4,0.2,-,0.3,1,0.8,0.3,0.9,0.5,1,0.3,0.6
388,0.4,-,-,-,-,0.4,0.2,-,0.1,0.2,0.2,0.1,0.6,0.1,0.8,0.2,0.6
389,0.3,-,-,-,-,0.3,0.2,0.1,-,0.4,0.1,0.3,0.3,0.7,1,0.7,0.3
390,0.2,-,-,-,-,0.2,0.1,-,-,0.3,0.2,0.1,0.5,0.6,1.3,0.6,0.7
391,0.4,0.1,-,0.1,-,0.4,-,-,0.4,1.2,0.7,0.5,0.8,0.3,0.3,0.1,0.2
392,0.9,0.2,0.2,-,-,0.9,0.1,0.3,0.5,0.7,0.5,0.2,1.2,1,1.9,0.8,1.2
393,0.3,-,-,-,-,0.3,0.3,-,-,0.1,0.1,-,0.3,0.4,0.3,-,0.3
394,0.2,0.1,-,0.1,-,0.2,0.1,-,0.1,0.4,0.1,0.3,0.3,0.3,0.7,0.4,0.3
395,0.5,-,-,-,-,0.5,0.2,-,0.3,0.7,0.3,0.4,0.6,0.2,0.6,0.2,0.4
396,1.1,-,-,-,-,1.1,0.2,0.3,0.7,0.8,0.5,0.3,2.3,0.7,1.2,0.5,0.7
397,0.2,-,-,-,-,0.2,0.1,-,0.1,0.8,0.5,0.3,0.3,0.2,0.7,0.5,0.2
398,0.8,0.2,0.1,0.2,-,0.8,0.1,0.1,0.7,0.8,0.6,0.3,1,0.8,2.4,0.8,1.6
399,1.8,-,-,-,-,1.8,0.4,-,1.4,1.6,1.2,0.4,1.6,0.4,1.8,0.4,1.4
400,0.2,0.1,-,-,0.1,0.2,0.2,-,-,0.4,0.1,0.2,0.2,-,0.7,0.4,0.3
401,0.4,-,-,-,-,0.4,0.2,-,0.2,1,0.5,0.5,1.4,0.4,1,0.5,0.5
402,0.3,-,-,-,-,0.3,0.3,-,-,0.4,0.1,0.3,0.1,0.1,1.9,1.4,0.4
403,0.3,-,-,-,-,0.3,-,-,0.3,1.3,0.8,0.6,0.6,0.1,0.6,0.4,0.1
404,0.7,-,-,-,-,0.7,0.4,-,0.3,0.8,0.5,0.4,0.7,0.4,1.7,0.7,1
405,1.2,0.1,0.1,-,-,1.2,0.4,0.2,0.5,0.6,0.3,0.2,1.7,0.5,2.3,1.1,1.2
406,0.8,-,-,-,-,0.8,0.3,0.1,0.4,3.2,2.1,1.1,2.8,1.2,2.5,1,1.5
407,1.3,0.1,-,0.1,-,1.3,0.1,0.2,1,1.2,0.9,0.3,1.2,0.6,1.7,0.3,1.4
408,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.7,0.6,0.1
409,0.6,-,-,-,-,0.6,0.3,-,0.2,1.9,0.9,1,1.2,0.6,0.6,0.3,0.2
410,1,-,-,-,-,1,0.6,0.1,0.3,0.6,0.4,0.3,0.4,0.3,0.6,0.4,0.3
411,-,-,-,-,-,-,-,-,-,0.6,0.3,0.3,0.7,0.4,2.3,1.3,1
412,0.6,0.1,-,-,0.1,0.6,0.3,-,0.4,0.8,0.6,0.2,1.4,0.3,1.3,0.6,0.7
413,0.5,0.1,-,0.1,-,0.5,0.2,-,0.3,0.6,0.3,0.3,0.9,0.2,1.4,0.4,0.9
414,1.2,0.1,-,0.1,-,1.2,0.1,0.1,1,1.2,0.8,0.5,1,0.5,0.3,-,0.3
415,0.1,-,-,-,-,0.1,-,-,0.1,0.1,0.1,-,0.3,-,2.5,0.9,1.6
416,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,1.5,-
417,0.6,0.1,-,-,0.1,0.6,0.6,-,-,0.3,0.1,0.1,0.3,0.3,0.1,-,0.1
418,0.9,0.1,-,0.1,-,0.9,0.4,-,0.5,2,1.2,0.8,1.6,0.7,1.7,0.6,1.1
419,1,-,-,-,-,1,0.6,-,0.4,2.4,1.8,0.6,1.6,0.8,1.4,0.8,0.6
420,1,0.1,-,0.1,-,1,0.3,-,0.7,0.5,0.3,0.2,0.8,0.2,1.1,0.3,0.8
421,1,-,-,-,-,1,-,-,1,2,1,1,1,1,-,-,-
422,0.7,-,-,-,-,0.7,0.3,-,0.3,2,1.3,0.7,1.7,0.7,0.7,-,0.7
423,0.1,-,-,-,-,0.1,0.1,-,-,1,0.3,0.7,0.4,0.4,0.9,0.6,0.3
424,0.3,-,-,-,-,0.3,-,-,0.3,0.2,-,0.2,0.5,0.2,2.1,1,1.1
425,0.6,-,-,-,-,0.6,-,-,0.6,2.2,1.2,1,1.8,1.4,2,0.2,1.8
426,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-
427,0.7,0.1,0.1,-,0.1,0.7,0.2,0.1,0.4,0.6,0.2,0.4,0.3,0.4,0.2,0.2,0.1
428,1.1,-,-,-,-,1.1,0.5,-,0.6,1.1,0.8,0.4,1.3,0.4,1.3,0.4,0.9
429,0.6,-,-,-,-,0.6,0.2,-,0.4,0.8,0.4,0.3,0.7,0.7,1.8,0.9,0.9
430,0.6,-,-,-,-,0.6,0.5,-,0.2,1.6,0.9,0.7,0.5,0.5,0.4,0.2,0.2
431,0.5,-,-,-,-,0.5,0.1,-,0.4,0.8,0.5,0.3,1,1,1.4,0.4,1
432,0.3,-,-,-,-,0.3,0.2,-,0.1,1.1,0.6,0.4,0.9,0.4,1.6,0.6,1
433,0.2,-,-,-,-,0.2,-,-,0.2,0.8,0.3,0.5,0.3,0.3,0.6,0.4,0.2
434,1.4,0.1,-,0.1,-,1.4,-,-,1.3,0.5,0.3,0.2,0.8,0.7,5.4,3.3,2.2
435,0.2,-,-,-,-,0.2,-,0.1,0.1,0.8,0.7,0.1,1.1,0.3,1.2,0.5,0.7
436,0.5,0.1,-,0.1,-,0.5,0.1,-,0.4,0.8,0.3,0.5,0.7,0.4,0.4,0.1,0.3
437,0.5,-,-,-,-,0.5,-,-,0.5,0.4,0.1,0.3,0.3,0.6,1.9,1,0.9
438,1,0.1,-,-,-,1,0.2,0.2,0.6,0.2,0.2,-,1,0.4,1.8,0.5,1.3
439,0.2,-,-,-,-,0.2,-,0.1,0.1,-,-,-,0.1,-,2.8,1,1.8
440,-,-,-,-,-,-,-,-,-,2,1.5,0.5,1,0.5,1.5,1,0.5
441,0.1,-,-,-,-,0.1,-,-,-,0.2,0.1,-,0.4,0.1,0.5,0.3,0.2
442,0.8,0.2,-,0.2,-,0.8,0.1,0.1,0.7,0.6,0.4,0.2,1.6,0.7,3.6,1.5,2
443,0.2,-,-,-,-,0.2,-,-,0.2,0.2,0.2,-,0.3,-,0.2,0.2,-
444,0.8,-,-,-,-,0.8,0.6,-,0.2,1.2,1,0.2,1,0.8,0.8,0.2,0.6
445,0.2,-,-,-,-,0.2,-,-,0.2,2,1.4,0.6,1.2,0.4,1.8,0.2,1.6
446,-,-,-,-,-,-,-,-,-,1,1,-,1.5,0.5,0.5,0.5,-
447,0.3,0.1,-,0.1,-,0.3,0.1,-,0.3,1.2,0.7,0.5,1.4,1.3,0.7,0.3,0.4
448,1.3,-,-,-,-,1.3,0.5,0.1,0.7,0.8,0.7,0.1,0.5,0.4,1.7,0.6,1.1
449,0.9,-,-,-,-,0.9,0.6,-,0.3,1.3,0.6,0.7,1.3,0.8,2.1,1,1.1
450,0.7,0.1,-,0.1,-,0.7,0.3,-,0.3,1.2,0.4,0.8,0.8,0.8,0.3,-,0.3
451,0.3,-,-,-,-,0.3,-,-,0.3,-,-,-,0.2,-,2.7,1.8,0.9
452,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
453,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
454,1.7,-,-,-,-,1.7,-,-,1.7,0.7,0.3,0.3,3,0.3,2.7,1.7,1
455,0.7,-,-,-,-,0.7,-,-,0.7,0.2,0.2,-,1.3,0.5,4.2,2,2.2
456,0.6,0.2,-,0.1,0.1,0.6,0.4,-,0.2,0.8,0.6,0.2,0.8,0.8,1.4,0.4,1
457,0.3,0.1,-,0.1,-,0.3,-,-,0.3,0.5,0.3,0.2,0.8,0.3,0.7,0.2,0.5
458,-,-,-,-,-,-,-,-,-,0.1,0.1,-,0.1,-,1.4,0.5,0.9
459,1,0.2,-,0.2,-,1,0.4,0.2,0.4,0.6,0.4,0.2,1.4,0.8,1,0.6,0.4
460,1,0.1,-,0.1,-,1,-,-,0.9,0.3,0.2,0.1,1.7,0.4,4.4,1.6,2.8
461,0.4,-,-,-,-,0.4,0.3,-,0.1,1,0.6,0.4,0.3,0.4,0.3,-,0.3
462,0.8,0.1,0.1,-,-,0.8,0.1,0.1,0.6,0.3,0.3,0.1,0.7,0.5,3.7,1.3,2.4
463,-,-,-,-,-,-,-,-,-,1,1,-,1,-,4,3,1
464,0.8,-,-,-,-,0.8,0.3,-,0.5,0.3,0.2,0.2,1,0.5,2.2,1.2,1
465,0.8,-,-,-,-,0.8,0.5,0.1,0.2,1.1,0.8,0.3,0.3,0.2,0.5,0.4,0.1
466,0.7,0.1,-,-,-,0.7,0.2,-,0.5,0.6,0.2,0.4,0.8,0.5,1.2,0.7,0.5
467,1,0.1,-,0.1,0.1,1,0.1,0.1,0.8,0.7,0.5,0.2,0.8,0.6,2.2,0.5,1.7
468,0.1,-,-,-,-,0.1,0.1,-,-,0.4,0.2,0.2,0.4,0.4,1.6,1,0.6
469,0.2,0.1,-,0.1,-,0.2,-,-,0.2,0.4,0.3,0.1,0.3,0.2,0.3,0.1,0.2
470,0.5,-,-,-,-,0.5,0.1,-,0.5,0.7,0.4,0.4,0.6,0.4,0.6,0.5,0.1
